,query,n_rank1,n_rank2,n_rank3,count,p_rank1,p_rank2,p_rank3
4168,25일까지 미납요금 납부가능할까요?,"('단말기할부금중도납부방법', 0.482)","('SKT미납센터연락처', 0.474)","('미납이용정지', 0.457)",2,SKT미납센터연락처(0.47575215),미납이용정지(0.453504025),미납직권해지(0.423111)
4169,11월15일 납부가능,,,,2,"요금납부일확인방법(0.837817)
",,
4170,10월 미납요금  완납 했는데요 확인요?,"('요금수납내역확인방법', 0.481)",,,2,SKT미납센터연락처(0.4753037),미납이용정지(0.45328647),미납직권해지(0.43184125)
4171,자녀조회 해제,"('자녀요금조회방법', 0.538)","('조회관련', 0.509)","('가입정보조회', 0.478)",2,자녀요금통보서비스해지방법(0.4865326),자녀요금조회방법(0.48274398),자녀요금통보서비스(0.48249987)
4172,휴대폰 접속 지연,"('휴대폰데이터속도저하조치방법', 0.483)","('유선인터넷속도저하조치방법', 0.457)",,2,"휴대폰통화권이탈조치방법(0.9347978)
",,
4173,자동로밍시 baro  사몽,,,,2,T전화baro(0.45478073),T전화baro이용방법(0.4458526),"baroYT요금제(0.4371686)
"
4174,55세,"('다이렉트5G55', 0.512)","('0청년다이렉트55', 0.484)",,2,65세이상기초연금수급자복지할인제도신청방법(0.44268345),가입정보조회(0.42166995),"팅요금제자동변경시기(0.4012554)
"
4175,문자로 받고싶어요,"('문자메시지서비스', 0.67)","('MMS', 0.606)","('메시지관련', 0.602)",2,문자매니저(0.47946175),문자메시지서비스(0.47197962),등기문자(0.46921355)
4176,문자는 왜 전환 안되나요,,,,2,일500건SMS발송량제한(0.48013475),등기문자(0.46498355),문자매니저(0.45972975)
4177,55년 생 입니다 요금을 전에는 만 얼마냈는데  좀 싼거 없나요,"('0청년다이렉트55', 0.55)","('다이렉트5G55', 0.543)",,2,팅요금제자동변경시기(0.453666625),가입정보조회(0.452068715),65세이상기초연금수급자복지할인제도신청방법(0.4511632)
4178,실시간 이용요금은 뭐죠?,"('실시간요금상세내역', 0.688)",,,2,"실시간요금상세내역(0.9755963)
",,
4179,V컬러링 상담입니다,"('V컬러링', 0.774)","('V컬러링이용방법', 0.766)","('V컬러링오류조치방법', 0.629)",2,V컬러링이용방법(0.4754712),V컬러링(0.4679118),V컬러링신청방법(0.4609716)
4180,해제방법은?,"('차단해제관련', 0.454)",,,2,이동전화해지방법(0.4667456),자동납부해지방법(0.43550655),"유선해지방법(0.41925135)
"
4181,11월 10일 송금했어요,,,,2,"과납(0.8070055)
",,
4182,3일 로밍,,,,2,로밍한사람간통화요금(0.42375487),로밍통화요금(0.4234454),로밍중휴대폰기능사용요금(0.42229055)
4183,누구 설정 취소,"('NUGU서비스탈퇴방법', 0.549)","('T전화NUGU계정해제방법', 0.535)","('NUGU서비스정기이용권해지방법', 0.463)",2,NUGU서비스무드등자동꺼짐현상(0.4302833),NUGU서비스정기이용권해지방법(0.42372912),"NUGU서비스앱디바이스연결실패조치방법(0.418875275)
"
4184,특정번호 발신연결안됨,"('휴대폰특정번호전화발신불가조치방법', 0.547)","('휴대폰특정번호문자수신실패조치방법', 0.476)","('발신번호관련', 0.459)",2,휴대폰특정번호전화수신불가조치방법(0.49442783),휴대폰특정번호전화발신불가조치방법(0.49399155),휴대폰특정번호문자수신실패조치방법(0.4924252)
4185,barao 요금제 데이터 용량 변경,"('baroBox옵션변경', 0.573)",,,2,"baro요금제잔여량확인(0.9251434)
",,
4186,요금 25일까지 납부가능할까요,,,,2,편의점요금납부(0.4588527),요금수납내역확인방법(0.45595363),과납(0.4554283)
4187,음성 비밀번호를 잃어버렸어요,"('소리샘서비스비밀번호', 0.493)",,,2,소리샘서비스비밀번호(0.4821612),소리샘서비스청취방법(0.469934015),소리샘서비스(0.466427475)
4188,영화 무료아닌가요?,"('동영상관련', 0.451)",,,2,T멤버십VIPPick영화예매방법(0.4930292),VIP요금제프로그램(0.460288465),"T멤버십VIPPick잔여횟수확인방법(0.4097645)
"
4189,누구 서비스는 어떻게 사용해?,"('NUGU서비스', 0.667)","('BtvNUGU이용방법', 0.652)","('BtvNUGU', 0.609)",2,NUGU서비스(0.4973423),NUGU서비스이용대상(0.495417325),NUGU서비스증권주가지수시세조회(0.48283148)
4190,국제전화 요금,"('국제전화알림Biz레터링', 0.551)","('국제전화청구주기', 0.548)",,2,국제전화청구주기(0.49195552),국제전화알림Biz레터링(0.48750455),국제전화사업자선택(0.48214823)
4191,분실파손 자기부담금,"('분실파손보험', 0.492)",,,2,휴대폰보험보상신청방법(0.48141115),단말보험해지방법(0.47537595),단말보험가입방법(0.469477475)
4192,티전화 바로는 sk7모바일도 해당되나요?,"('T전화baro이용방법', 0.584)","('T전화baro', 0.575)",,2,T전화baro이용방법(0.4254913),"T전화baro(0.42012615)
",
4193,상담산님 감사합니다,,,,2,전화상담사연결(0.43965625),SK텔레콤고객센터운영시간(0.42651815),타통신사고객센터(0.4027455)
4194,20일 까지 납구할께요.,,,,2,과납(0.447893025),부가사용금액(0.43914735),편의점요금납부(0.42731075)
4195,해지하려고하는데폰으로도가능한가요,"('이동전화해지방법', 0.72)","('예상해지금액', 0.608)","('Btv월정액해지방법', 0.608)",2,이동전화해지방법(0.49042225),자동납부해지방법(0.4704492),"유선해지방법(0.43800238)
"
4196,녹음설정,"('Btv사용자맞춤설정방법', 0.484)","('컬러링서비스설정방법', 0.471)","('T전화통화녹음기능', 0.47)",2,T전화녹음파일확인방법(0.48253253),"T전화통화녹음기능(0.48229745)
",
4197,NFC앱이 지원 안된다고,,,,2,모바일Btv앱(0.4789267),Btv유튜브시청방법(0.43034655),"T앱(0.42857475)
"
4198,연락처 다운로드,"('전화상담사연결', 0.507)","('제조사AS센터연락처', 0.493)",,2,휴대폰결제대행사연락처(0.4848813),SK텔레콤고객센터운영시간(0.461856425),ONEstore고객센터(0.457891435)
4199,고객상담서비스 해줘,"('전화상담사연결', 0.593)","('타통신사고객센터', 0.499)","('제조사AS센터연락처', 0.495)",2,전화상담사연결(0.4209671),"SK텔레콤고객센터운영시간(0.406808825)
",
4200,요금제 때문에 가족으로 뭉치고 싶습니다,"('TB끼리한가족할인', 0.549)","('T전화그룹통화', 0.479)","('T우주패스패밀리서비스', 0.474)",2,요즘가족결합(0.436353775),가족결합확인방법(0.4325404),"요즘가족결합신청방법(0.4214048)
"
4201,데이터 유심 사용이 불가합니다,"('로밍중USIM변경', 0.53)","('USIM기변방법', 0.499)",,2,USIM기기변경방법(0.47896325),USIM카드교품방법(0.478750885),USIM카드구매방법(0.47633052)
4202,발지정지 풀어줘,"('정지해제관련', 0.474)","('일시정지해제방법', 0.456)",,2,발신금지서비스해지방법(0.46535313),발신금지서비스신청방법(0.446088435),"발신금지서비스(0.43771935)
"
4203,자녀번호 로밍신청,"('미성년자로밍', 0.51)",,,2,"미성년자로밍(0.80193883)
",,
4204,요즘 무슨 영화 가 잘나가,,,,2,T멤버십VIPPick영화예매방법(0.49054535),"VIP요금제프로그램(0.43355875)
",
4205,미납요금낼수있는날짜,"('요금납부일확인방법', 0.52)",,,2,SKT미납센터연락처(0.477226525),미납이용정지(0.45339105),SKT해지미납센터연락처(0.42380348)
4206,오늘로 카드납부가능한가요?,"('요금납부일확인방법', 0.54)",,,2,"동일신용카드월5회수납제한(0.83259237)
",,
4207,납부 26일 가능?,,,,2,요금납부일확인방법(0.45042285),과납(0.4435026),부가사용금액(0.4193507)
4208,약정할인 받는도중에 기기변경하면 위약금은얼마,"('데이터결합약정할인반환금', 0.543)",,,2,휴대폰기기변경방법(0.427622465),"중고기기변경방법(0.40713425)
",
4209,미납요금 25일로요,"('미납이용정지', 0.46)",,,2,SKT미납센터연락처(0.49062428),미납이용정지(0.46293062),미납직권해지(0.4413833)
4210,안녕하세요 와이파이 중지중인데 사용하고싶습니다,,,,2,Twifizone찾기(0.41849045),휴대폰TWi-FiZone이용불가조치방법(0.41792223),Twifizone이용방법(0.41683)
4211,단말기 모델 확인,"('내휴대폰기종확인', 0.604)","('휴대폰관련', 0.505)","('휴대폰기기변경방법', 0.459)",2,내휴대폰기종확인(0.4823255),휴대폰기기변경방법(0.47216633),단말기교품(0.47091502)
4212,5GX 레귤너플러스,"('5GX레귤러플러스', 0.663)","('FLO앤데이터플러스', 0.505)","('오토컬러링플러스', 0.501)",2,5GX레귤러플러스(0.49148828),5GX레귤러(0.4913916),T플랜레귤러(0.4761978)
4213,상담 개못하네,"('전화상담사연결', 0.484)",,,2,전화상담사연결(0.46083555),SK텔레콤고객센터운영시간(0.44193077),타통신사고객센터(0.41202733)
4214,납부가능일 2023.11.24일 등록해줘,,,,2,"요금납부일확인방법(0.8420251)
",,
4215,선택약정할인 재계약,"('선택약정할인제도약정기간변경', 0.527)","('번호변경안내서비스연장방법', 0.474)","('선택약정할인제도재가입조건', 0.465)",2,선택약정할인제도만료문자발송시기(0.4872669),선택약정할인제도가입조건(0.48657885),선택약정할인제도할인반환금부과대상(0.4794455)
4216,토스계좌 만들어줘,,,,2,SK텔레콤고객센터운영시간(0.420325875),타통신사고객센터(0.41599697),전화상담사연결(0.40900603)
4217,나이가..?,"('미성년자관련', 0.475)","('시니어요금제', 0.45)",,2,"다자녀할인제도(0.8487871)
",,
4218,쿠폰등록,"('T쿠폰등록방법', 0.704)","('T데이터쿠폰등록방법', 0.652)",,2,T데이터쿠폰등록방법(0.49131745),T데이터쿠폰등록기간(0.48909455),T데이터쿠폰사용기간(0.48684758)
4219,부가세 취소,"('콘텐츠이용료결제취소방법', 0.479)","('휴대폰결제취소방법', 0.466)",,2,세금계산서재발행방법(0.41732495),"세금계산서신청방법(0.4032134)
",
4220,컬러리를 수신으로 들을때와 동결합니다,,,,2,컬러링서비스(0.44988935),컬러링서비스기본음설정방법(0.445085525),컬러링서비스설정방법(0.444289685)
4221,셀럽 싸이,"('NUGU서비스셀럽알람', 0.479)",,,2,5GX클럽갤럭시S21(0.42801775),5GX퍼펙트클럽갤럭시S21파손형(0.42073925),5GX퍼펙트클럽갤럭시S21분실파손형(0.4204939)
4222,요금제 변경시 지원금 차액이 발생 되나요?,,,,2,T지원금약정(0.48331135),공시지원금확인방법(0.45600772),현금영수증발행업무(0.44014885)
4223,11월30일에 납부가능할거같은데 안될까요,,,,2,"요금납부일확인방법(0.8281851)
",,
4224,휴대폰 납부 방법,"('결제관련', 0.574)","('편의점요금납부', 0.509)","('단말기할부금중도납부방법', 0.5)",2,요금부분납부방법(0.4799043),요금수납내역확인방법(0.47922695),편의점요금납부(0.4699825)
4225,미납요얼마이에요,"('미납이용정지', 0.56)","('SKT미납센터연락처', 0.51)","('과납', 0.488)",2,SKT미납센터연락처(0.4635828),"미납이용정지(0.439847)
",
4226,상담원불러줘,"('전화상담사연결', 0.619)","('제조사AS센터연락처', 0.512)","('SK텔레콤고객센터운영시간', 0.511)",2,전화상담사연결(0.466638265),SK텔레콤고객센터운영시간(0.4665246),T멤버십구매상품(구.초콜릿)상담센터(0.45167425)
4227,장세일  01037450741  미납요금  알 려주세요,,,,2,"SKT미납센터연락처(0.8172173)
",,
4228,월별 미납요금,"('SKT미납센터연락처', 0.535)","('미납이용정지', 0.509)","('과납', 0.462)",2,SKT미납센터연락처(0.476374925),미납이용정지(0.4583379),미납직권해지(0.415005265)
4229,20일 요금 납부 가능 해요,,,,2,요금납부일확인방법(0.4531636),"과납(0.41464108)
",
4230,비트박스 해봐,"('T플러스B인터넷', 0.499)","('Wavve', 0.475)","('baroBox임대', 0.472)",2,Btv셋톱박스연동방법(0.4567332),셋톱박스(0.4442925),"Btv블루투스연결(0.42721335)
"
4231,핸드폰 요금 영수증,"('이용계약증명서발급방법', 0.537)","('각종업무구비서류', 0.5)","('T로밍청구내역서', 0.475)",2,세금계산서신청방법(0.43638905),세금계산서재발행방법(0.427291125),요금수납내역확인방법(0.42244685)
4232,똥오리한테 전화 걸어줘,,,,2,퀵보이스이용방법(0.414344875),퀵보이스(0.41379585),스팸ARS차단플러스(0.4109662)
4233,내 요금    미납된거  11율 9일  지불한거  확인해주세요,,,,2,SKT미납센터연락처(0.444283725),미납이용정지(0.425409465),"미납직권해지(0.4013151)
"
4234,25% 선택약정,,,,2,선택약정할인제도할인반환금부과대상(0.4655),선택약정할인제도가입조건(0.4651181),선택약정할인제도만료문자발송시기(0.46471655)
4235,납부 가능일 12월,,,,2,"요금납부일확인방법(0.97240806)
",,
4236,친구랑 문자하는데 500건 넘었다고 문자가 안돼요.,"('일500건SMS발송량제한', 0.468)",,,2,"친구찾기서비스(0.8057105)
",,
4237,실시간 이용요금 내역서 부탁해요,"('실시간요금상세내역', 0.59)","('콘텐츠이용료구매내역확인방법', 0.533)","('애플콘텐츠이용료결제내역확인방법', 0.495)",2,실시간요금상세내역(0.48971785),"휴대폰결제연체가산금(0.4099675)
",
4238,유선상품 납부,"('결제관련', 0.499)","('단말기할부금중도납부방법', 0.487)","('유선요금납부내역확인방법', 0.466)",2,"유선요금납부내역확인방법(0.9001023)
",,
4239,당월청구요금 재청구 부탁드립니다.,"('유선요금안내서재발행방법', 0.48)","('요금안내서재발행방법', 0.464)","('선택약정할인제도재가입조건', 0.462)",2,요금안내서재발행방법(0.45569275),법정대리인에게미성년자청구금액SMSMMS발송(0.41210872),요금안내서변경방법(0.41184807)
4240,우주패스 혜택,"('T우주패스', 0.761)","('T우주패스연간상품', 0.502)",,2,T우주패스mini신청방법(0.4984185),T우주패스all신청방법(0.498254715),T우주패스life신청방법(0.4981991)
4241,청소년 공유,"('T_IP공유서비스', 0.463)",,,2,자녀요금조회방법(0.457805575),자녀요금통보서비스(0.45051545),다자녀할인제도(0.44486138)
4242,보험이 오늘부터 시행된다는데  해약하고 싶읍니진,"('단말보험해지방법', 0.656)","('Btv월정액해지방법', 0.585)","('이동전화해지방법', 0.544)",2,단말보험가입방법(0.4965508),휴대폰보험보상신청방법(0.49589178),단말보험해지방법(0.48714125)
