intent_nm,ans_cont
리모콘신청방법,"'리모콘 서비스 신청 방법'에 대해 안내해 드릴게요.
리모콘 서비스는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 신청할 수 있어요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '리모콘' 검색 → '리모콘' 선택 → 가입 → 인증하기 → 비밀번호 입력 → 신청
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '리모콘' 검색 → '리모콘' 선택 → 가입 → 비밀번호 입력 후 설정 완료 → 가입하기 → 인증하기

ㅇ 이용 방법이 궁금하다면 '리모콘 이용 방법'이라고 입력해 주세요."
착신전환신청방법,"'착신전환 신청 방법'에 대해 안내해 드릴게요.
착신전환은 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드, T통화매니저 앱, T전화에서 신청할 수 있어요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '착신전환' 검색 → '착신전환(Voice only)' 또는 '착신전환일반' 선택 → 가입 → 인증하기
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '착신전환' 검색 → '착신전환(Voice only)' 또는 '착신전환일반' 선택 → 가입 → 인증하기
▶ T전화 앱: 앱 실행 → T설정 → 수신차단 및 착신전환 → '착신전환(Voice only)' 또는 '착신전환일반' 선택 → 가입 → T월드 착신전환일반 부가서비스 페이지 이동

※ T통화매니저 앱과 T전화에서는 착신전환일반만 신청 가능"
통화중대기서비스,"'통화중대기'에 대해 안내해 드릴게요.
통화중대기는 통화 중에 다른 전화가 걸려오면 통화 중이던 전화를 잠시 대기 시키고 걸려온 전화를 받을 수 있는 무료 서비스예요.

ㅇ 신청 방법이 궁금하다면 '통화중대기 신청 방법'이라고 입력해 주세요."
TRing신청방법,"'T Ring(티 링) 신청 방법'에 대해 안내해 드릴게요.
T Ring은 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 신청할 수 있어요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 'T RING' 검색 → 'T RING' 선택 → 가입
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 'T RING' 검색 → 'T RING' 선택 → 가입

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
무선인터넷차단,"'무선인터넷 차단'에 대해 안내해 드릴게요.
무선인터넷 차단 서비스는 3G/LTE 휴대폰에서 무선인터넷을 이용하고 싶지 않을 때 데이터 접속을 차단해주는 무료 서비스예요. 무선인터넷 차단을 하더라도 Wi-Fi 이용 및 MMS를 받거나 보낼 수 있습니다.

ㅇ 신청 방법이 궁금하다면 '무선인터넷 차단 신청 방법'이라고 입력해 주세요."
공공알림문자서비스,"'공공 알림문자 서비스'에 대해 안내해 드릴게요.
공공 알림문자 서비스는 일부 공공기관에서 우편으로 보내는 각종 고지서를 간편하게 문자로 받을 수 있는 무료 서비스예요.

ㅇ 신청 방법이 궁금하다면 '공공 알림문자 서비스 신청 방법'이라고 입력해 주세요."
무선인터넷차단신청방법,"'무선인터넷 차단 신청 방법'에 대해 안내해 드릴게요.
무선인터넷 차단 서비스는 CV센터(구.지점)/PS&M지점/대리점, 고객센터에서 신청할 수 있어요. 무선인터넷 차단 서비스에 대한 자세한 내용은 고객센터로 문의해 주세요.

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
통화중대기서비스신청방법,"'통화중대기 신청 방법'에 대해 안내해 드릴게요.
통화중대기는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드, T통화매니저 앱에서 신청 할 수 있어요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '통화중대기' 검색 → '통화중대기' 선택 → 가입
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '통화중대기' 검색 → '통화중대기' 선택 → 가입

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
주식서비스해지방법,"'주식 서비스 해지 방법'에 대해 안내해 드릴게요.
사용 중인 주식 상품에 따라 해지 방법이 다릅니다. 원하시는 서비스의 해지 방법을 선택해 주시면 자세하게 알려드릴게요.

- T주식정보 해지 방법
- 주식투자노트 해지 방법"
컬러링서비스,"'컬러링'에 대해 안내해 드릴게요.
컬러링은 월 990원(부가세 포함)으로 상대방이 나에게 전화를 걸었을 때 통화 연결음 대신 원하는 음원으로 대체 해주는 서비스예요.

ㅇ 신청 방법이 궁금하다면 '컬러링 신청 방법'이라고 입력해 주세요."
PASS,"'PASS(패스)'에 대해 안내해 드릴게요.
PASS는 개인정보를 입력하지 않고 비밀번호만으로 간편하게 본인인증을 할 수 있는 무료 앱 서비스예요.

ㅇ 신청 방법이 궁금하다면 '패스 신청 방법'이라고 입력해 주세요."
로그인플러스해지방법,"'로그인플러스(login-plus) 해지 방법'에 대해 안내해 드릴게요.
로그인플러스는 CV센터(구.지점)/PS&M지점/대리점, 고객센터(114), T월드, 로그인플러스 고객센터(1599-3901/유료) 및 홈페이지(loginplus.co.kr)에서 해지할 수 있어요. 고객센터 연결 없이 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '로그인플러스' 검색 → '로그인플러스' 선택 → 해지 → 인증하기 → 해지
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '로그인플러스' 검색 → '로그인플러스' 선택 → 해지 → 인증하기 → 해지"
TAll케어플러스,"'T All케어플러스'에 대해 안내해 드릴게요.
T All케어플러스는 휴대폰 분실/파손 보험 외에도 스마트폰 관련 24시간 상담 지원, 프리미엄 임대폰 매년 42일 무료 제공 등 다양한 혜택을 제공해 주는 서비스예요.
T All케어플러스는 2021년 7월 13일(화) 자로 서비스 가입이 중단되어 다른 보험 상품으로 이용할 수 있답니다."
0틴5G요금제,"'0틴 5G 요금제'에 대해 안내해 드릴게요.
0틴 5G 요금제는 5G 스마트폰을 사용하는 만 18세 이하 청소년 고객님을 위한 요금제예요. 변경은 CV센터(구.지점)/PS&M지점/대리점, 고객센터에서 할 수 있습니다.

▶ 월정액: 45,000원(부가세 포함)
▶ 기본제공
- 음성: 집전화/이동전화 무제한+영상/부가통화 300분
- 문자: 기본제공
- 데이터: 9GB(모두 사용 후 1Mbps 속도로 무제한)"
PASS신용지키미해지방법,"'T신용지키미 해지 방법'에 대해 안내해 드릴게요.
T신용지키미는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드, PASS 홈페이지(sktpass.com/pass/tm/tcredit)/앱에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 'PASS 신용지키미' 검색 → 'PASS 신용지키미' 선택 → 해지
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 'PASS 신용지키미' 검색 → 'PASS 신용지키미' 선택 → 해지
▶ PASS 앱: 앱 실행 → PASS 비밀번호 입력 → 왼쪽 하단 '≡' → 설정 → 서비스 설정/해지관리 → T신용지키미 → T신용지키미(무료) 해지 → 확인

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
TRing플러스신청방법,"'T Ring(티 링)플러스 신청 방법'에 대해 안내해 드릴게요.
T Ring플러스는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드 홈페이지에서 신청할 수 있어요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 'T RING플러스' 검색 → 'T RING플러스(무료)' 선택 → 가입

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
소리샘서비스,"'소리샘'에 대해 안내해 드릴게요.
소리샘 서비스는 전화를 받을 수 없을 때 상대방이 남긴 음성 메시지를 들을 수 있는 서비스예요. 이용요금은 무료이며, 소리샘 접속 시에는 사용하는 요금제에 따라 음성통화료가 부과됩니다."
스마트사인신청방법,"'스마트 사인 신청 방법'에 대해 안내해 드릴게요.
스마트 사인은 CV센터(구.지점)/PS&M지점/대리점, 고객센터, 스마트 사인 앱에서 신청할 수 있어요.(단, 일반유심 고객 이용 불가) 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ 스마트 사인 앱: 앱 실행 → 권한 허용 → 약관 동의 → 인증하기 → 스마트 사인(유료) 서비스 가입

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
익명호수신거부서비스,"'익명호 수신거부'에 대해 안내해 드릴게요.
익명호 수신거부 서비스는 발신번호 표시제한으로 걸려오는 전화를 차단할 수 있는 무료 부가서비스예요. 일부 유선전화 및 국제전화의 경우 서비스가 적용되지 않을 수 있어요.

ㅇ 신청 방법이 궁금하다면 '익명호 수신거부 신청 방법'이라고 입력해 주세요."
로그인플러스,"'로그인플러스(login-plus)'에 대해 안내해 드릴게요.
로그인플러스는 월 1,100원(부가세 포함)으로 인터넷 사이트에 로그인할 때 아이디와 비밀번호 외에 고객님께서 설정한 암호와 일회용 패스워드(OTP)를 입력해 개인 정보를 안전하게 지킬 수 있는 서비스예요."
LTE속도제어해제신청방법,"'LTE속도제어 해제 신청 방법'에 대해 안내해 드릴게요.
LTE속도제어 해제는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 신청할 수 있어요.(일부 요금제 제외) LTE속도제어 해제 신청 후 데이터 접속 시 추가 요금이 발생되며, 별도 해지하기 전까지 서비스는 유지됩니다. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '속도제어해제' 검색 → 'LTE속도제어해제' 선택 → 가입
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '속도제어해제' 검색 → 'LTE속도제어해제' 선택 → 가입

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
LTE속도제어,"'LTE속도제어'에 대해 안내해 드릴게요.
LTE속도제어는 요금제의 기본제공 데이터를 모두 사용 후 초과 이용할 경우 일정 속도로 제어는 되지만 데이터를 무제한으로 이용할 수 있는 서비스예요. 제어 속도는 요금제에 따라 다르며, 데이터 통화료는 최대 19,800원(부가세 포함)까지만 부과됩니다.

ㅇ 해제 방법이 궁금하다면 '속도제어 해제 신청 방법'이라고 입력해 주세요."
번호변경안내서비스,"'번호변경안내 서비스'에 대해 안내해 드릴게요.
번호변경안내 서비스는 월 3,300원(부가세 포함)으로 사용 중인 번호를 변경하거나 해지 시 변경 전 번호를 발신자에게 안내해주는 부가서비스예요. 서비스는 1년 동안 무료 제공 후 재신청 시 요금이 부과됩니다.
※ 011, 017 등과 같은 구식별 번호의 번호변경안내 서비스는 21년 12월 31일까지만 제공 후 종료(연장 제공 없음)

ㅇ 신청 방법이 궁금하다면 '번호변경안내 서비스 신청 방법'이라고 입력해 주세요."
휴대폰보호서비스,"'휴대폰 보호 서비스'에 대해 안내해 드릴게요.
휴대폰 보호 서비스는 다른 사람의 USIM(유심)을 내 휴대폰에서 이용하지 못하도록 차단하는 무료 서비스예요. SK텔레콤 USIM만 이용이 차단되며, 다른 통신사 USIM은 제한없이 이용할 수 있답니다.

ㅇ 신청 방법이 궁금하다면 '휴대폰 보호 서비스 신청 방법'이라고 입력해 주세요."
분실파손보험,"'분실파손보험'을 알려드릴게요.
분실파손보험은 휴대폰을 분실하거나 파손되었을 때 보상을 받을 수 있는 서비스예요.
분실파손보험은 2021년 7월 13일(화)자로 서비스 가입이 중단되어 다른 보험 상품으로 이용할 수 있답니다."
임대신청방법,"'임대폰 신청 방법'에 대해 안내해 드릴게요.
임대폰은 CV센터(구.지점)/PS&M지점, 임대 가능 대리점, T월드 홈페이지(분실 사유만 가능)에서 신청할 수 있어요. 임대 가능 매장 확인과 직접 임대 신청하는 방법을 알려드릴게요.

▶ 임대 가능 매장 찾기: m.tworld.co.kr/customer/agentsearch/rentphone
▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → my T → 휴대폰 분실신고/해제 → 휴대폰 임대신청"
번호변경안내서비스신청방법,"'번호변경안내 서비스 신청 방법'에 대해 안내해 드릴게요.
번호변경안내 서비스는 번호 변경일 포함 29일 이내에 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드 홈페이지에서 신청할 수 있어요. 변경 전 번호가 011, 017 등과 같은 구식별 번호일 경우 변경일 포함 180일 이내 신청할 수 있으며, 21년 12월 31일까지만 제공됩니다.(단, 타사 번호변경안내 서비스는 T월드에서 신청 불가)
신청 방법에 대한 더 자세한 내용은 고객센터로 문의해 주세요.

ㅇ SK텔레콤 고객센터: 국번 없이 114 또는 080-011-6000(무료)"
TB끼리한가족할인,"'TB끼리 한가족할인'에 대해 안내해 드릴게요.
동일 명의의 휴대폰과 SKT 인터넷 1회선을 묶으면 인터넷 기본요금에서 8,800원(부가세 포함)을 할인받는 결합상품이에요.(22.10.08. 신규가입 중단)"
T전화이용방법,"'T전화 이용 방법'에 대해 안내해 드릴게요.
T전화는 별도의 가입이나 해지 절차 없이 이용할 수 있어요. T전화 이용 방법을 알려드릴게요.

▶ 이용방법
- 기본 탑재: T전화 앱 실행 → 이용약관 동의 및 개인 정보 활용 동의 체크 → 시작하기
- 미 탑재: 구글 Play 스토어/ONE store/App store에서 'T전화' 앱 다운로드 → 실행 → 이용약관 동의 및 개인 정보 활용 동의 체크 → 시작하기

※ 통신사 관계없이 이용 가능하나, 일부 기능 제한
※ App store는 iOS 14이상 버전부터 검색 가능"
