,index,query,query_cnt,p_rank1,p_rank2,p_rank3,n_rank_1,n_rank2,n_rank3
866,3161,왜전화가 안옵니까,2,T전화음성으로전화하기,T전화모드유지,T전화스팸기능,휴대폰전화수발신불가조치방법,집전화수발신불가조치방법,전화관련
867,3757,태블릿 전화연결,2,태블릿번호확인방법,,,연결관련,전화관련,Btv블루투스연결
868,5360,저는 모르는 휴대전화번호같아서요,1,다른번호문의,,,단말기일련번호확인방법,T멤버십카드번호확인방법,
869,2282,휴대폰 결제 목록 알려주셔요,2,휴대폰결제이용가능대상,,,콘텐츠이용료구매내역확인방법,요금수납내역확인방법,애플콘텐츠이용료결제내역확인방법
870,384,지금 확인필요,2,데이터리필하기데이터음성사용기간,데이터리필하기문자통보,데이터리필하기데이터공유가능여부,조회관련,퀵보이스,퀵보이스차단서비스
871,6406,상담하려합니다,1,전화상담사연결,SK텔레콤고객센터운영시간,타통신사고객센터,퀵보이스신청방법,퀵보이스,퀵보이스차단서비스
872,2265,문자 전송 안됨,2,일500건SMS발송량제한,등기문자,문자메시지서비스,휴대폰문자수발신실패조치방법,휴대폰MMS수발신실패조치방법,문자메시지서비스
873,4575,나머지 금액은 19일까지 납부하라하셔서,1,요금납부일확인방법,부가사용금액,과납,단말기할부금중도납부방법,,
874,3170,워치 유심 등록 문의드립니다,2,USIM기기변경방법,USIM카드교품방법,USIM카드구매방법,USIM기변방법,USIM카드구매방법,로밍중USIM변경
875,3927,9월달 요금,2,부가사용금액,편의점요금납부,과납,TTab9,T아이폰파손9,
876,3892,상대방 이 수신거절시 메시지나 상대방 이 수신돼는지요?,2,문자매니저,등기문자,문자메시지서비스,SMS수신거부,,
877,4648,T플랜 안심이 무슨 뜻 입니까,1,T플랜안심4G,자동안심T로밍,T플랜안심2.5G,T안심보안,,
878,2299,전화 수발신이 안되는것도 상담 가능한가요?,2,집전화잡음묵음조치방법,,,휴대폰전화수발신불가조치방법,집전화수발신불가조치방법,T전화오류문의
879,5455,지금남은것 한달이 9일인가,1,요금납부일확인방법,부가사용금액,실시간요금상세내역,일자별잔여통화안내,,
880,6263,혹시 제가미납된금액을 다냇어요,1,부가사용금액,편의점요금납부,,단말기할부금중도납부방법,해지미환급금조회방법,과납
881,5438,문자도받을 수 있나요?,1,문자매니저,문자메시지서비스,등기문자,문자메시지서비스,MMS,메시지관련
882,4040,baro 요금제 지금 한달 29000원짜리쓰고있는데 3g가짜리 가장높은게얼마지,2,T전화baro,T전화baro이용방법,baroYT요금제,baro3GB,baro4GB ,
883,4681,사용금액,1,실시간요금상세내역,휴대폰결제연체가산금,가산금,부가사용금액,,
884,2492,녹음 되는 사람,2,T전화녹음파일확인방법,T전화통화녹음기능,,T전화통화녹음기능,T전화녹음파일확인방법,영상통화관련
885,2217,요금이 많이 나와요,2,요금부분납부방법,요금수납내역확인방법,편의점요금납부,부가사용금액,,
886,5730,부가서비스 설정을 집에서 하려면 어디로 들어가야 하나요?,1,부가서비스가입내역확인방법,,,Btv사용자맞춤설정방법,Btv시스템설정방법,Btv화면음향설정방법
887,2939,아니 벌써 당월 요금이 청구 되나요,2,부가사용금액,,,요금납부일확인방법,휴대폰개통일확인방법,
888,1366,나의 로밍 요금제,2,로밍통화요금,로밍요금확인시점,로밍수신요금,T로밍카드,T로밍카드종류,
889,1316,친구에게 선물하기,2,T끼리데이터선물하기연령,가족간데이터자동선물하기,T끼리데이터선물하기대상,T끼리데이터선물하기대상,T끼리데이터선물조르기방법,T끼리데이터선물하기알림
890,2124,전화시간 추가돼??,2,실시간요금상세내역,,,T끼리온가족할인제도가족추가,데이터추가사용방법,추가관련
891,1421,리필크펀 무료로 주셈,2,데이터리필하기데이터공유가능여부,데이터리필하기mVoIP사용가능여부,데이터리필하기쿠폰과안심옵션중복사용,데이터리필하기쿠폰제공,데이터리필하기사용방법,데이터리필하기mVoIP사용가능여부
892,3600,가입해지문의,2,이동전화가입제한,이용계약증명서발급방법,가입상담예약방법,이동전화해지방법,Btv월정액해지방법,단말보험해지방법
893,1475,선불요금9900원빠졌는데,2,선불폰,선불폰충전금액별이용기간,선불폰충전취소방법,선불폰충전방법,선불폰,선불폰충전금액별이용기간
894,381,전화번호 차단하는법이 뭐더래,2,개별통화수신거부,개별통화수신거부이용방법,개별통화수신거부신청방법,차단관련,무선인터넷차단,
895,2639,휴대폰 결제 막아놓은 거 풀려고해요,2,휴대폰결제취소방법,자동휴대폰결제차단해제방법,,휴대폰결제이용제한해제방법,휴대폰결제이용제한방법,휴대폰결제이용차단
896,966,듀얼번호 하고싶어요,2,넘버플러스2신청방법,넘버플러스2,넘버플러스2번호확인방법,TAll케어플러스2,넘버플러스2,컬러링플러스2
897,4841,01064**63** 01071**63**으로  각 5천원씩 요금이 부과되고있는데 이게 무엇인지 모르겠어요,1,선불폰충전금액별이용기간,선불폰,선불폰충전취소방법,무료음성64,,
898,820,통화 시간도 선물할 수있어?,2,T끼리데이터선물하기연령,가족간데이터자동선물하기,T끼리데이터선물조르기방법,T끼리데이터선물하기알림,T끼리데이터선물조르기방법,T끼리데이터선물하기대상
899,3642,외국에서도 사용가능한지요?,2,로밍통화요금,로밍한사람간통화요금,로밍중휴대폰기능사용요금,해외SMS서비스,5G로밍가능국가,해외MMS서비스
900,6561,휴대폰 분실보호써비스 해지해주세요,1,분실폰찾기개인정보삭제,분실폰찾기알람,분실정지해제방법,고객보호비밀번호서비스해지방법,휴대폰보호서비스해지방법,휴대폰번호보호해지방법
901,2634,로밍 할려고요,2,로밍중휴대폰기능사용요금,데이터로밍요금,로밍수신요금,T로밍카드,T로밍고객센터,가족로밍
902,399,10일날잔액가능합니다,2,일자별잔여통화안내신청방법,일자별잔여통화안내,일자별잔여통화안내날짜변경방법,단말기잔여할부조회방법,,
903,3644,서비스센터,2,SK텔레콤고객센터운영시간,타통신사고객센터,제조사AS센터연락처,제조사AS센터연락처,유선A/S방문일정,NUGU서비스디바이스AS센터
904,1852,아니 약정 만료,2,요금약정할인제도,,,T데이터쿠폰사용기간,,
905,3246,요금 이중 으로 빠졌는데,2,과납,부가사용금액,편의점요금납부,컬러링플러스2,TAll케어플러스2,선택약정할인중복가입가능상품
906,5170,이전사용자가계속이번호로사용하고있는것겉습니다,1,개명개칭방법,,,선택약정할인제도승계조건,,
907,1479,로밍 이용방법을 알고 싶어요,2,로밍중전화발신방법,로밍중휴대폰기능사용요금,로밍통화요금,T로밍카드,T로밍고객센터,로밍중LTE데이터이용방법
908,442,내가쓴 데이터 잔여량알려줘,2,최근사용량확인방법,,,자녀데이터사용량조회방법,baro요금제잔여량확인,T데이터쿠폰잔액조회방법
909,1527,요금명세세발송,2,세금계산서재발행방법,세금계산서신청방법,요금부분납부방법,이용계약증명서발급방법,T로밍청구내역서,각종업무구비서류
910,3026,로밍하고싶어요,2,로밍중휴대폰기능사용요금,로밍중전화발신방법,로밍통화요금,T로밍카드,T로밍고객센터,가족로밍
911,1118,문자도용,2,문자매니저,스팸문자,문자메시지서비스,번호도용문자차단,,
912,1822,문자발송이400건초과돼서요,2,일500건SMS발송량제한,등기문자,문자메시지서비스,TAll케어플러스2파손40,,
913,4073,문자전송이안됨니다,2,일500건SMS발송량제한,문자메시지서비스,문자매니저,휴대폰문자수발신실패조치방법,휴대폰MMS수발신실패조치방법,문자메시지서비스
914,1042,인증서가 오지 안습니다,2,휴대폰인증서서비스,공동인증서등록방법,휴대폰인증서서비스해지방법,유선인터넷웹보안인증서문제조치방법,휴대폰인증서서비스,공동인증서등록방법
915,5393,지금은 발신만 정지인가요,1,발신금지서비스신청방법,발신금지서비스,발신금지서비스해지방법,발신금지서비스,,
916,4513,미납 요금 청구일을 어느정도까지 미룰 수 있는지 확인 하고 싶습니다,1,SKT미납센터연락처,미납이용정지,SKT해지미납센터연락처,미납이용정지,,
917,2036,데이터통화료,2,데이터통화료상한제도,데이터추가사용방법,,로밍통화요금,비밀번호통화서비스이용방법,비밀번호통화서비스
918,2506,도용문자차단,2,스팸문자,일500건SMS발송량제한,문자매니저,번호도용문자차단,,
919,2409,가입할께요,2,이동전화가입제한,가입상담예약방법,이용계약증명서발급방법,가입상담예약방법,신규가입구비서류,가입비
920,3330,통화정지,2,착신금지서비스신청방법,착신금지서비스,착신금지서비스해지방법,정지관련,유선일시정지신청/해제방법,일시정지
921,6350,전에는 정지 확정안내 안왔었는데,1,일시정지,,,정지관련,,
922,2240,유심관련,2,USIM기기변경방법,USIM카드구매방법,USIM카드교품방법,로밍중USIM변경,USIM기변방법,USIM카드구매방법
923,3848,요금냈는데 문자발송왜하는지요,2,일500건SMS발송량제한,등기문자,문자메시지서비스,문자메시지서비스,휴대폰문자수발신실패조치방법,등기문자
924,1952,핸드폰 보험이 되어있는지 확인하려고요,2,단말보험가입방법,휴대폰보험보상신청방법,단말보험해지방법,부가서비스가입내역확인방법,단말보험가입방법,
925,3141,미납하고당월요금,2,SKT미납센터연락처,미납이용정지,미납직권해지,미납이용정지,SKT미납센터연락처,휴대폰결제연체가산금
926,2618,로밍 고객센타 연락처,2,T로밍고객센터,,,T로밍카드고객센터,T로밍고객센터,
927,4298,해지내역,2,이동전화해지방법,자동납부해지방법,유선해지방법,예상해지금액,이동전화해지방법,철회
928,2945,이번달 말일 납부가능,2,요금납부일확인방법,부가사용금액,과납,단말기할부금중도납부방법,요금납부일확인방법,
929,4678,"선택약정요금제 만료가 다음달 13일인데, 또 가입을 하려고요. 진행해주실수있나요?",1,선택약정할인제도가입조건,선택약정할인제도할인반환금부과대상,선택약정할인반환금면제대상,선택약정할인제도약정기간변경,번호변경안내서비스연장방법,
930,6117,현재 제가 이용중인 로밍서비스 이름이뭔가요,1,T로밍청구내역서,로밍한사람간통화요금,로밍중발신번호표시,T로밍카드,T로밍고객센터,T로밍카드고객센터
931,5949,114로 전화하면 해지되나여,1,이동전화해지방법,자동납부해지방법,유선해지방법,유선해지방법,이동전화해지방법,
932,3408,취소할께여,2,이동전화해지방법,자동납부해지방법,,철회,예상해지금액,이동전화해지방법
933,2510,휴대폰결제 승인이 안돼요,2,휴대폰결제이용가능대상,콘텐츠이용료결제취소방법,휴대폰결제이용제한방법,휴대폰결제이용차단신청방법,휴대폰결제이용동의신청방법,
934,1771,해외에서 해외로 전화,2,로밍한사람간통화요금,T로밍청구내역서,로밍중전화발신방법,해외MMS서비스,해외SMS서비스,
