query,n_rank1,n_rank2,n_rank3,count,p_rank1,p_rank2,p_rank3,f_rank1,f_rank2,f_rank3
선택약정헐인,,,,2,선택약정할인제도만료문자발송시기(0.48707208),선택약정할인제도할인반환금부과대상(0.48293403),선택약정할인제도가입조건(0.48082985),"('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.45)","('데이터결합약정할인', 0.438)","('선택약정 할인 중복 가입 가능 상품', 0.418)"
로밍 신청했는데 통화료가 많이 나와서 문의드려요,"('로밍 통화 요금', 0.926)","('로밍 중 전화 발신 방법', 0.914)","('부가통화', 0.913)",2,T로밍청구내역서(0.4326183),"로밍중발신번호표시(0.40618202)
",,"('로밍 통화 요금', 0.77)","('로밍 통화 요금 발생 시점', 0.595)","('데이터 로밍 요금', 0.43)"
다른번호입니다,"('번호도용문자차단', 0.937)","('번호도용문자차단 신청 방법', 0.922)","('번호변경안내 서비스', 0.91)",2,"다른번호문의(0.95870245)
",,,"('다른 번호 문의', 0.862)","('발신번호 관련', 0.56)","('자녀 요금 조회 방법', 0.547)"
가정용 중계기,"('휴대폰 중계기 설치', 0.993)","('중계기 설치 후 휴대폰 사용 불가 조치 방법', 0.979)","('블루투스 관련', 0.75)",2,중계기설치후휴대폰사용불가조치방법(0.482791575),"휴대폰중계기설치(0.48274377)
",,"('휴대폰 중계기 설치', 0.721)","('중계기 설치 후 휴대폰 사용 불가 조치 방법', 0.574)","('충전 용품 임대', 0.44)"
15일에 입금 하겠습니다,"('각종업무구비서류', 0.717)","('통신과금 선결제', 0.717)","('T우주 정기배송 서비스', 0.703)",2,과납(0.41910687),휴대폰결제연체가산금(0.41393535),가산금(0.409125),"('단말기 할부금 중도 납부 방법', 0.547)","('요금 납부일 변경 방법', 0.536)","('요금 납부일 확인 방법', 0.502)"
자동로밍가능여부,"('자동연결 유료 서비스 이용 방법', 0.996)","('자동연결 유료 서비스 신청 방법', 0.996)","('자동연결 유료 서비스', 0.993)",2,데이터로밍요금(0.46956475),로밍중휴대폰기능사용요금(0.4687456),로밍수신요금(0.464949965),"('자동안심 T로밍', 0.541)","('데이터 로밍 무조건 허용', 0.45)",
해제하는방법은요,"('휴대폰결제 이용 제한 해제 방법', 0.97)","('데이터 로밍 차단 시 통화 문자 이용', 0.949)","('착신금지', 0.946)",2,이동전화해지방법(0.48187805),자동납부해지방법(0.4634243),"유선해지방법(0.4294527)
","('차단해제 관련', 0.654)","('정지 해제 관련', 0.541)","('제조사 AS 센터 연락처', 0.536)"
오늘 가입됩사이트 해지해줄래,"('T 아이폰케어 해지 방법', 0.985)","('T우주패스 연간 상품 해지 방법', 0.985)","('T우주패스 해지 방법', 0.985)",2,스팸ARS차단플러스해지방법(0.49096298),퀵보이스해지방법(0.489462735),"ZEM플러스웅진스마트올해지방법(0.45513315)
","('이동전화 해지 방법', 0.583)","('퀵보이스 해지 방법', 0.492)","('T전화 탈퇴 및 서비스 미사용', 0.486)"
벨에가입됬는데 취소 해주세요,"('통신과금 선결제 취소 방법', 0.961)","('예상 해지 금액', 0.959)","('퀵보이스 해지 방법', 0.958)",2,퀵보이스해지방법(0.48854628),스팸ARS차단플러스해지방법(0.4867403),"ZEM플러스웅진스마트올해지방법(0.46303463)
","('퀵보이스 해지 방법', 0.913)","('ZEM플러스웅진스마트올 해지 방법', 0.604)","('T전화 탈퇴 및 서비스 미사용', 0.457)"
선물 받았습니다,"('T끼리 데이터 선물하기 연령', 0.892)","('T끼리 데이터 선물하기 알림', 0.888)","('T끼리 데이터 선물하기 대상', 0.882)",2,가족간데이터자동선물하기(0.4913514),T끼리데이터선물하기연령(0.49003125),T끼리데이터선물조르기방법(0.4867518),"('T끼리 데이터 선물하기 알림', 0.555)","('T끼리 데이터 선물하기 받은 데이터 사용 방법', 0.498)","('반납 관련', 0.418)"
가족 구성원,"('가족 관련', 0.959)","('가족 로밍', 0.886)","('가족나눔데이터', 0.883)",2,가족결합확인방법(0.4810517),가족결합상품대표회선변경방법(0.4763194),가족결합상품해지방법(0.47313515),"('가족 관련', 0.92)","('가족결합 확인 방법', 0.695)","('가족 간 명의변경', 0.583)"
티브이 방송을 볼수없네요 켤때 체널이안됨,"('B tv 실시간 채널', 0.762)","('B tv 채널 없음 조치 방법', 0.758)","('B tv 실시간 TV 설정 방법', 0.728)",2,"Btv실시간채널(0.8004969)
",,,"('B tv 방송 신호 없음 조치 방법', 0.65)","('B tv 채널 없음 조치 방법', 0.574)","('B tv 채널 이동 지연 조치 방법', 0.521)"
갤럭시 S10 쓰고 있는데 바닷물에 빠뜨렸어요 데이터 복구가 될까요?,"('중고 기기변경 방법', 0.708)","('Msafer 서비스', 0.707)","('분실파손3 i보급', 0.689)",2,휴대폰기기변경방법(0.438035),중고기기변경방법(0.42130605),"단말기교품(0.409020335)
",,,
하루만전화,"('로밍 일시 허용', 0.782)","('데이터로밍 일시허용', 0.777)","('0프로그램', 0.743)",2,T전화음성으로전화하기(0.45076085),T전화모드유지(0.443621935),T전화스팸기능(0.44050473),"('T전화 투데이', 0.407)",,
상품권 보내 주신다 했는데 안오네요,"('상품권 수납', 0.91)","('기프티콘 고객센터', 0.716)","('기프티콘', 0.689)",2,"상품권수납(0.91985834)
",,,"('상품권 수납', 0.61)",,
자녀보호기능에 들어가서 2시간늘려줘,"('B tv 자녀 안심 설정 방법', 0.936)","('자녀 데이터 사용량 조회 방법', 0.915)","('자녀요금통보서비스', 0.913)",2,자녀요금조회방법(0.4720318),자녀요금통보서비스(0.46701962),자녀요금통보서비스해지방법(0.45764505),,,
상담사연견,"('전화 상담사 연결', 0.974)","('A.', 0.926)","('SK텔레콤 고객센터 운영 시간', 0.842)",2,전화상담사연결(0.46117935),SK텔레콤고객센터운영시간(0.45396477),ONEstore고객센터(0.42872645),"('전화 상담사 연결', 0.497)","('채티 서비스', 0.443)","('상담사 칭찬 방법', 0.408)"
구글빌링서비시가안되는데 해결부탁드립니다,"('구글 Play 스토어 고객센터', 0.615)","('B tv DOG TV', 0.543)","('B tv 유튜브 시청 방법', 0.53)",2,"구글Play스토어고객센터(0.9252436)
",,,,,
파리바게트 쿠폰취소,"('통신과금 선결제 취소 방법', 0.872)","('T로밍 카드 환불', 0.844)","('예상 해지 금액', 0.834)",2,T쿠폰등록방법(0.43161577),T데이터쿠폰등록방법(0.42922845),T데이터쿠폰등록기간(0.418957235),"('데이터 리필하기 쿠폰 취소', 0.534)",,
영상통화연결이안돼,"('영상통화 관련', 0.986)","('로밍 영상통화 사용량 SMS', 0.955)","('휴대폰 영상 수발신 불가 조치 방법', 0.924)",2,"휴대폰영상수발신불가조치방법(0.84965944)
",,,"('휴대폰 영상 수발신 불가 조치 방법', 0.768)","('V 컬러링 오류 조치 방법', 0.578)","('영상통화 관련', 0.454)"
지금 60만원결제가능한데 이달25일까지만 정지해제해주면 안될까요?,"('장기 일시정지 직권해지', 0.795)","('장기일시정지', 0.782)","('해외체류 장기일시정지', 0.776)",2,"통신과금선결제이용방법(0.8068295)
",,,"('휴대폰결제 이용 제한 해제 방법', 0.446)",,
부위중 소리를들을수 있는것은?,"('소리 관련', 0.923)","('무조건 소리샘', 0.91)","('소리샘 서비스', 0.895)",2,통화중대기서비스(0.4149162),"통화중대기서비스신청방법(0.4090633)
",,"('소리샘 서비스 청취 방법', 0.581)","('소리샘 서비스', 0.555)","('소리 관련', 0.473)"
앤데이터전화번호,"('Wavve앤데이터', 0.881)","('이동전화 가입 (타사)', 0.879)","('데이터 문의 관련', 0.861)",2,Wavve앤데이터신청방법(0.4538502),원스토리앤데이터(0.4486908),원스토리앤데이터신청방법(0.44590955),"('Wavve앤데이터', 0.49)","('원스토리 앤 데이터', 0.417)",
선택역정 할인 동의,"('콘텐츠 이용료 가능 대상', 0.58)","('구독 서비스', 0.572)","('휴대폰결제 이용동의 신청 방법', 0.571)",2,선택약정할인제도공제순서(0.48871825),선택약정할인제도가입조건(0.48767942),선택약정할인제도가입불가요금제(0.48683357),,,
고지서 안내,"('요금안내서 Bill Letter', 0.942)","('요금안내서 변경 방법', 0.939)","('유선 요금안내서', 0.938)",2,요금안내서발행유형자동변경해제방법(0.4782895),요금안내서변경방법(0.4691318),"요금안내서재발행방법(0.44345055)
","('요금안내서 변경 방법', 0.616)","('요금안내서 발행유형 자동 변경 해제 방법', 0.579)","('요금안내서 재발행 방법', 0.525)"
미납하고당월요금,"('SKT 미납센터 연락처', 0.923)","('과납', 0.915)","('미납 이용정지', 0.879)",2,SKT미납센터연락처(0.45546785),미납이용정지(0.4355474),미납직권해지(0.4142063),"('SKT 미납센터 연락처', 0.666)","('미납 이용정지', 0.654)","('과납', 0.614)"
구글 들어가는 법 알려줘,"('구글 Play 스토어 고객센터', 0.84)","('T map 문의 방법', 0.582)","('T map 가이드 전화 발신 방법', 0.58)",2,구글Play스토어고객센터(0.4923197),콘텐츠이용료구매내역확인방법(0.43350555),"휴대폰결제이용동의신청방법(0.425815225)
","('구글 Play 스토어 고객센터', 0.722)","('SK텔레콤 유튜브', 0.47)","('NUGU 서비스 어학사전 이용방법', 0.417)"
아이폰15플러스 안심보험,"('안심통보 서비스', 0.884)","('LTE 안심옵션', 0.882)","('안심통보 서비스 신청 방법', 0.88)",2,"아이폰기기변경상담(0.90343416)
",,,"('LTE 안심옵션', 0.452)","('T All케어플러스 i150', 0.404)",
선택약정 신청하려고 합니다.,"('선택약정 할인제도 가입 조건', 0.978)","('유선 인터넷 요금제', 0.967)","('요금제 추천', 0.965)",2,선택약정할인제도가입조건(0.49429643),선택약정할인제도할인반환금부과대상(0.491772175),선택약정할인반환금면제대상(0.490109385),"('선택약정 할인제도 가입 조건', 0.606)","('요금약정 할인제도', 0.511)","('선택약정 할인제도 해지 방법', 0.449)"
핸드폰결제불가?,"('휴대폰결제 이용차단', 0.925)","('퀵보이스 차단 서비스', 0.906)","('착신금지', 0.9)",2,휴대폰결제이용제한방법(0.47453028),"휴대폰결제이용가능대상(0.40659395)
",,"('휴대폰결제 이용차단', 0.67)","('휴대폰 결제 이용가능 대상', 0.62)","('휴대폰결제이용차단신청방법', 0.566)"
T전화에서 메시지 수신시 특정 문자 차단이 가능한가요?,"('데이터 로밍 차단 시 통화 문자 이용', 0.945)","('무선인터넷 차단 신청 방법', 0.943)","('무선인터넷 차단', 0.94)",2,개별통화수신거부(0.44581775),개별통화수신거부신청방법(0.443419935),개별통화수신거부이용방법(0.441375),"('개별통화수신거부 이용 방법', 0.517)","('T전화 스팸 기능', 0.457)","('SMS 수신거부 신청 방법', 0.432)"
지금 입금 했는데 확인해줘,"('각종업무구비서류', 0.786)","('통신과금 선결제', 0.754)","('요금안내서 Bill Letter', 0.73)",2,과납(0.452620925),부가사용금액(0.4260722),"요금납부일확인방법(0.4107949)
","('요금 수납 내역 확인 방법', 0.688)","('수납이력서 재발행 방법', 0.492)","('단말기 할부금 중도 납부 방법', 0.429)"
당월요금의 구체적인 내역을 확인해 보았는데 이해가 안 가네요,"('실시간 요금 상세 내역', 0.895)","('요금 부분 납부 방법', 0.82)","('각종업무구비서류', 0.732)",2,과납(0.4592008),부가사용금액(0.455071775),편의점요금납부(0.4475426),"('실시간 요금 상세 내역', 0.666)","('요금제문의', 0.5)","('요금 납부일 확인 방법', 0.486)"
데이터 잔량은,"('일자별 잔여통화안내', 0.946)","('baro 요금제 잔여량 확인', 0.944)","('원패스 잔여량 확인', 0.94)",2,최근사용량확인방법(0.4771238),T로밍데이터잔여량확인(0.40752968),baroBox잔여량조회(0.406790165),"('데이터 문의 관련', 0.627)","('자녀 데이터 사용량 조회 방법', 0.589)","('일자별 잔여통화안내', 0.562)"
114로 통화하고십분대요,"('T쿠폰 고객센터', 0.846)","('전화 관련', 0.835)","('T로밍 고객센터', 0.832)",2,전화상담사연결(0.47767517),SK텔레콤고객센터운영시간(0.44374752),타통신사고객센터(0.43804237),"('전화 상담사 연결', 0.658)","('SK텔레콤 고객센터 운영 시간', 0.56)","('T전화 T114 이용 방법', 0.531)"
과거 청구 내역 확인,"('요금 수납 내역 확인 방법', 0.914)","('로밍 요금 확인 시점', 0.902)","('T전화 최근기록 보기 설정', 0.888)",2,요금수납내역확인방법(0.42857065),요금부분납부방법(0.416107835),과납(0.40545855),"('요금 수납 내역 확인 방법', 0.451)","('실시간 요금 상세 내역', 0.428)",
즉시 해지 방법 알려줘,"('퀵보이스 해지 방법', 0.993)","('예상 해지 금액', 0.985)","('착신전환 해지 방법', 0.982)",2,이동전화해지방법(0.48923582),자동납부해지방법(0.4714583),"유선해지방법(0.4282063)
","('이동전화 해지 방법', 0.695)","('퀵보이스 해지 방법', 0.595)","('철회', 0.551)"
미납 요금만 결제,"('SKT 미납센터 연락처', 0.932)","('과납', 0.905)","('미납 이용정지', 0.897)",2,SKT미납센터연락처(0.48490335),미납직권해지(0.45918837),SKT해지미납센터연락처(0.454506365),"('과납', 0.616)","('요금 부분 납부 방법', 0.575)","('미납 이용정지', 0.521)"
이번달 요금   부가 이용 요금  상세 내역 부탁 합니다,"('부가 사용 금액', 0.842)","('요금 부분 납부 방법', 0.767)","('실시간 요금 상세 내역', 0.742)",2,부가사용금액(0.48237205),편의점요금납부(0.4701134),요금수납내역확인방법(0.46277875),"('부가 사용 금액', 0.782)","('부가통화', 0.493)","('부가서비스 가입내역 확인 방법', 0.43)"
01052242469  선택약정제,"('선택약정 할인제도 가입 조건', 0.894)","('요금약정 할인제도', 0.892)","('요금제문의', 0.879)",2,SK텔레콤이용약관(0.4396504),선택약정할인제도만료문자발송시기(0.43246418),선택약정할인제도가입조건(0.4185129),"('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.508)","('선택약정 할인제도 가입 조건', 0.465)","('선택약정 할인 중복 가입 가능 상품', 0.443)"
몇일까지 입금 처리  할까요,"('요금 납부일 변경 방법', 0.795)","('로밍 일시 허용', 0.764)","('휴대폰 개통일 확인 방법', 0.752)",2,과납(0.4483036),부가사용금액(0.420939685),"요금납부일확인방법(0.417480915)
","('요금 납부일 확인 방법', 0.674)","('요금 납부일 변경 방법', 0.606)","('단말기 할부금 중도 납부 방법', 0.505)"
데이터로밍무조건차단후 baro통화,"('무선인터넷 차단 신청 방법', 0.985)","('데이터 로밍 차단 시 통화 문자 이용', 0.984)","('휴대폰결제이용차단신청방법', 0.982)",2,데이터로밍무조건허용(0.47099825),데이터로밍차단해지(0.4420404),데이터로밍차단시Wi-Fi이용(0.4247458),"('데이터 로밍 무조건 허용', 0.647)","('데이터 로밍 차단 시 통화 문자 이용', 0.591)","('데이터 로밍 차단 시 Wi-Fi 이용', 0.442)"
