query,n_rank1,n_rank2,n_rank3
부제중 전화음받기,"('T전화 작은 수신화면 모드', 0.486)","('소리샘 서비스', 0.461)","('소리샘 서비스 청취 방법', 0.459)"
선택약정할인 가입건그거,"('선택약정 할인제도 가입 조건', 0.554)","('요금약정 할인제도', 0.467)","('단말 보험 가입 방법', 0.459)"
114로 해야겠군요,"('T전화 T114 이용 방법', 0.655)","('전화 상담사 연결', 0.62)","('SK텔레콤 고객센터 운영 시간', 0.46)"
선물 안할래,"('T끼리 데이터 선물하기 취소', 0.44)","('T끼리 데이터 선물 조르기 방법', 0.417)","('T끼리 데이터 선물하기 받은 데이터 사용 방법', 0.4)"
미납요금납부가능일 설정,"('요금 납부일 변경 방법', 0.666)","('요금 납부일 확인 방법', 0.621)","('유선 요금 납부일 변경 방법', 0.438)"
약정 신청하기,"('요금약정 할인제도', 0.667)","('데이터결합약정할인 신청 방법', 0.59)","('무약정플랜 신청 방법', 0.491)"
와이파이 가 너~~~~무 잘끊어져요,"('SK 유무선 공유기 Wi-Fi 끊김 조치 방법', 0.713)","('휴대폰 데이터 끊김 조치 방법', 0.568)","('유선 인터넷 끊김 조치 방법', 0.447)"
1회선물했습니다,"('T끼리 데이터 선물하기 알림', 0.433)","('0프로그램', 0.411)",
오토레티 해지,"('오토레터 해지 방법', 0.579)","('오토콜 해지 방법', 0.471)",
11월11일 오후에 한달분이라도 납부할께~~^^,"('요금 납부일 변경 방법', 0.474)","('단말기 할부금 중도 납부 방법', 0.464)","('요금 납부일 확인 방법', 0.459)"
미납액 이달10일즘할게여,"('요금 납부일 확인 방법', 0.578)","('가산금', 0.51)","('과납', 0.503)"
11월달 총 입금할 금액 어떻게 데나요,"('요금 납부일 확인 방법', 0.43)",,
와이파이가 안돼네요,"('SK 유무선 공유기 Wi-Fi 접속 불가 조치 방법', 0.704)","('휴대폰 T Wi-Fi Zone 이용 불가 조치 방법', 0.58)","('T wifi zone 이용 방법', 0.546)"
인터넷사용중지,"('유선 일시정지 신청/해제 방법', 0.425)","('휴대폰결제이용차단신청방법', 0.408)","('유선 인터넷 끊김 조치 방법', 0.406)"
학교 생활 제데로 하고 싶음 제데로 말해라,"('공부 관련', 0.412)",,
자녀 휴대폰 선택약정 신청,,,
요금문자보내주세요,"('등기문자', 0.505)","('메시지 관련', 0.484)","('문자메시지 서비스', 0.476)"
114로해봤는데 제가원하는번호가없네요,"('T전화 T114 이용 방법', 0.531)","('전화 상담사 연결', 0.436)",
선택약정헐인,"('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.45)","('데이터결합약정할인', 0.438)","('선택약정 할인 중복 가입 가능 상품', 0.418)"
안녕하세요 10월 27일에 받은 문자는,"('MMS', 0.54)","('스팸 문자', 0.536)","('Msafer 서비스', 0.495)"
핸드폰소액 결제  자단이 있어서  해체해주세요,"('Sk pay 해지 방법', 0.455)","('휴대폰 결제 취소 방법', 0.447)",
요금나가는 부가상품을 해지해두세요,"('자동납부 해지 방법', 0.571)","('단말보험 해지 방법', 0.57)","('이동전화 해지 방법', 0.553)"
약정위약금,"('요금약정 할인제도', 0.51)","('선택약정 할인제도 할인 반환금 부과 대상', 0.504)","('데이터결합약정할인 반환금', 0.498)"
0틴플랜,"('0틴플랜 요금제', 0.976)","('0틴 5G 요금제', 0.631)","('0틴플랜 스몰', 0.564)"
상담원이랑 상담 할수 없나요?,"('전화 상담사 연결', 0.865)","('SK텔레콤 고객센터 운영 시간', 0.541)","('가입상담 예약 방법', 0.425)"
114상담원하는데요,"('전화 상담사 연결', 0.616)","('T전화 T114 이용 방법', 0.605)","('SK텔레콤 고객센터 운영 시간', 0.448)"
21일까지는  수신이 정지되는일은 없나요,"('착신금지', 0.495)","('휴대폰 전화 수신 불가 조치 방법', 0.402)",
상품권,"('상품권 수납', 0.732)","('T쿠폰', 0.54)","('T안심보상', 0.469)"
전원이  켜져있는상테에서 유심을 인식못함,"('제조사 AS 센터 연락처', 0.454)","('고장 실패 관련', 0.434)","('휴대폰 안테나 불안정 조치 방법', 0.423)"
선택약정가입하고 싶습니다,"('선택약정 할인제도 가입 조건', 0.578)","('요금약정 할인제도', 0.53)","('선택약정 할인제도 해지 방법', 0.453)"
9월달요금요,"('요금제문의', 0.456)","('실시간 요금 상세 내역', 0.453)","('T Tab 9', 0.437)"
9월 미납요금인가여?,"('요금 수납 내역 확인 방법', 0.527)","('요금 납부일 확인 방법', 0.478)","('SKT 미납센터 연락처', 0.47)"
가족결합 구성원 삭제,"('가족 결합 상품 해지 방법', 0.823)","('휴대폰가족보호 해지 방법', 0.599)","('가족 간 명의변경', 0.422)"
요금얼마,"('요금제문의', 0.714)","('결제 관련', 0.505)","('데이터 문의 관련', 0.497)"
자동 음성 아리아싸발,"('T전화 음성명령 사용 방법', 0.516)","('알버트AI', 0.419)",
홈 화면에 연락처 추가 어떻게 해,"('제조사 AS 센터 연락처', 0.488)","('T전화 최근기록 보기 설정', 0.469)","('레터링 설정 방법', 0.428)"
전화를 많이 사용하면 왜 끊겨요,"('휴대폰 통화 끊김 조치 방법', 0.657)","('B tv 화면 음성 끊김 멈춤 조치 방법', 0.519)","('휴대폰 데이터 끊김 조치 방법', 0.496)"
요번달까지가 이 금액인가요,"('요금 납부일 확인 방법', 0.545)","('실시간 요금 상세 내역', 0.536)","('단말기 잔여 할부 조회 방법', 0.473)"
용돈을 보내주세요,"('T끼리 데이터 선물 조르기 방법', 0.428)",,
지금 미납요금만낼께요,"('과납', 0.599)","('가산금', 0.597)","('미납 이용정지', 0.582)"
25%할인 재가입 신청,"('선택약정 할인제도 재가입 조건', 0.707)","('T멤버십 재발급 취소', 0.437)",
t월드 접속이 안돼요,"('Tworld', 0.61)","('휴대폰 데이터 접속 불가 조치 방법', 0.476)","('Tworld 아이디 비밀번호 찾기 방법', 0.459)"
글자 읽어주기 안돼요,"('휴대폰 문자 수발신 실패 조치 방법', 0.425)",,
10일로 미납요금납부 등록,"('요금 납부일 변경 방법', 0.518)","('요금 납부일 확인 방법', 0.512)","('가산금', 0.454)"
신청한적없어요,"('부가서비스 가입내역 확인 방법', 0.485)","('등록 관련', 0.441)","('신규가입 구비서류', 0.413)"
상담원해요,"('전화 상담사 연결', 0.869)","('SK텔레콤 고객센터 운영 시간', 0.694)","('타 통신사 고객센터', 0.478)"
셀럽PSY,"('NUGU 서비스 셀럽 알람', 0.415)",,
이미 가입되어 있습니다,"('부가서비스 가입내역 확인 방법', 0.637)","('등록 관련', 0.414)","('단말 보험 가입 방법', 0.402)"
10일날 납부가능요,"('요금 납부일 변경 방법', 0.617)","('요금 납부일 확인 방법', 0.615)","('통신과금 선결제 이용 방법', 0.49)"
15일납부예정일등록햇읍니다,"('요금 납부일 변경 방법', 0.617)","('요금 납부일 확인 방법', 0.526)","('단말기 할부금 중도 납부 방법', 0.435)"
녹음된것도 확인되나요?,"('T전화 녹음 파일 확인 방법', 0.698)","('T전화 통화 녹음 기능', 0.682)","('통화 내역 열람 방법', 0.433)"
발신통화가안되요,"('통화품질 관련', 0.823)","('고장 실패 관련', 0.722)","('휴대폰 전화 수발신 불가 조치 방법', 0.627)"
아이 전화요금,"('자녀 요금 조회 방법', 0.599)","('미성년자 관련', 0.488)","('자녀요금통보서비스', 0.481)"
해지내역,"('SKT 해지 미납센터 연락처', 0.629)","('이동전화 해지 방법', 0.618)","('예상 해지 금액', 0.514)"
안녕하세요. 로밍해서 일본 왔는데요,"('로밍 요금 확인 시점', 0.449)","('가족 로밍', 0.441)",
가족 요금,"('가족 관련', 0.664)","('결합 상품', 0.614)","('가족 로밍', 0.577)"
상담사와문의할께,"('전화 상담사 연결', 0.793)","('SK텔레콤 고객센터 운영 시간', 0.556)","('채티 서비스', 0.537)"
아니요 30일 납부 가능,"('요금 납부일 변경 방법', 0.581)","('요금 납부일 확인 방법', 0.554)","('단말기 할부금 중도 납부 방법', 0.436)"
파리의 택시기사 틀어줘,,,
번호 저장,"('제조사 AS 센터 연락처', 0.537)",,
요금조회 알려줘.,"('실시간 요금 상세 내역', 0.697)","('요금제문의', 0.579)","('조회 관련', 0.513)"
안녕 너는 세븐틴이 누군지 알아?,,,
바로전화가 활성화 안됨,"('T전화 오류문의', 0.579)","('T전화 baro', 0.548)","('T전화 baro 이용 방법', 0.526)"
sk브로드밴드 요금고지서 빌레터로 수신,"('요금안내서 Bill Letter', 0.58)","('유선 요금안내서', 0.469)","('빌레터 통신비안심 신청 방법', 0.423)"
계좌부탁,"('주식 서비스', 0.467)","('주식 관련', 0.455)","('채팅플러스 계좌 송금 서비스', 0.445)"
전화가 잘 안되어서요,"('휴대폰 전화 수발신 불가 조치 방법', 0.723)","('통화품질 관련', 0.621)","('휴대폰 전화 수신 불가 조치 방법', 0.526)"
혹시 나이가 어떡해되세여,"('미성년자 관련', 0.539)","('다른 번호 문의', 0.518)","('휴대폰 개통일 확인 방법', 0.496)"
구글주소찾아줘,"('구글 Play 스토어 고객센터', 0.658)","('위치 관련', 0.507)","('친구찾기 서비스 위치 조회 방법', 0.497)"
8월 미납 요금,"('과납', 0.482)","('SKT 미납센터 연락처', 0.479)","('미납 이용정지', 0.475)"
10일 납부희망,"('요금 납부일 변경 방법', 0.639)","('요금 납부일 확인 방법', 0.62)","('통신과금 선결제 이용 방법', 0.451)"
직접상담,"('전화 상담사 연결', 0.68)","('채티 서비스', 0.511)","('구매 관련', 0.467)"
전화기를 바꾸고 인터넷 뱅킹 유심인증이 안됩니다,"('로밍 중 USIM 변경', 0.431)","('USIM기변 방법', 0.42)",
납부가능일 20일로가능한가요,"('요금 납부일 변경 방법', 0.696)","('요금 납부일 확인 방법', 0.688)","('단말기 할부금 중도 납부 방법', 0.488)"
계좌번호 302 0028 30 961,,,
미납요금은 한달치만 있는건가요?,"('미납 이용정지', 0.636)","('SKT 미납센터 연락처', 0.612)","('과납', 0.577)"
함께쓰기 그룹(모) 취소,"('T가족모아 데이터 공유 방법', 0.456)","('친구찾기 서비스 해지 방법', 0.423)","('Data 함께쓰기', 0.414)"
우주. 무엇인지 월이용로 천원인데 모르고 눌럿는데. 해지하려고. 합니다,"('T우주패스 해지 방법', 0.722)","('T우주패스', 0.573)","('T우주패스 상품 신청 방법', 0.523)"
미납요금분활 상환이안되나요,"('단말기 할부금 중도 납부 방법', 0.477)","('과납', 0.471)","('미납 이용정지', 0.466)"
미납해지,"('미납 직권해지', 0.7)","('미납 이용정지', 0.495)","('자동납부 해지 방법', 0.437)"
미납요금을 급여 받아서 11월 22일 가능 한데요,"('수납이력서 재발행 방법', 0.421)","('과납', 0.405)",
로밍요금 추가 결제,"('T로밍 카드 결제 수단', 0.577)","('데이터 로밍 요금', 0.492)","('로밍 요금 확인 시점', 0.482)"
통신비 우편으로 받는 방법,"('요금안내서 발행유형 자동 변경 해제 방법', 0.582)","('요금안내서 변경 방법', 0.574)","('요금안내서 재발행 방법', 0.492)"
11월 30일날 납부가능한가요,"('요금 납부일 확인 방법', 0.661)","('요금 납부일 변경 방법', 0.596)","('단말기 할부금 중도 납부 방법', 0.539)"
선택약정할인제도 가입하고 싶어요,"('요금약정 할인제도', 0.56)","('선택약정 할인제도 가입 조건', 0.557)","('아파트청약케어 신청 방법', 0.457)"
너 옆집에 구글 알아?,"('구글 Play 스토어 고객센터', 0.528)","('SK텔레콤 유튜브', 0.463)",
포인트로 요금납부,"('OK캐쉬백 납부', 0.545)","('레인보우 포인트', 0.537)","('T멤버십 포인트', 0.492)"
전화통화량 리필가능한가여,"('데이터 리필하기 데이터 음성 사용 기간', 0.673)","('데이터 리필하기 사용 방법', 0.662)","('데이터 리필하기 쿠폰 제공', 0.605)"
미납 납기일을조정부탁드립니다,"('요금 납부일 변경 방법', 0.569)","('요금 납부일 확인 방법', 0.525)","('SKT 미납센터 연락처', 0.474)"
로밍품질,"('T로밍 고객센터', 0.462)","('통화품질 관련', 0.428)","('자동안심 T로밍', 0.417)"
27일 납부가능해요,"('요금 납부일 변경 방법', 0.599)","('요금 납부일 확인 방법', 0.59)","('단말기 할부금 중도 납부 방법', 0.559)"
유심 문의 드릴려고요,"('USIM 카드 구매 방법', 0.68)","('USIM기변 방법', 0.636)","('USIM 스마트인증', 0.469)"
해외로밍요금,"('로밍 요금 확인 시점', 0.729)","('데이터 로밍 요금', 0.717)","('로밍 통화 요금', 0.604)"
다시 연락드릴게요!!,"('SK텔레콤 고객센터 운영 시간', 0.52)","('메시지 관련', 0.431)","('제조사 AS 센터 연락처', 0.427)"
선택약정이 안되어 있습니다,"('선택약정 할인제도 가입 조건', 0.617)","('선택약정 할인제도 가입 불가 요금제', 0.6)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.577)"
이해해주셔서감사합니다,"('채티 서비스', 0.489)",,
10일날 납부 할수 있는데 정지 늦쳐 줄수있나요,"('요금 납부일 변경 방법', 0.565)","('요금 납부일 확인 방법', 0.406)",
괌 로밍 프로세스,"('T괌사이판 옵션 변경', 0.578)","('T괌사이판 요금제 잔여량 확인', 0.535)",
납부가능일 등록하고싶어요,"('요금 납부일 변경 방법', 0.795)","('요금 납부일 확인 방법', 0.774)","('유선 요금 납부일 변경 방법', 0.495)"
지금사용,"('제조사 AS 센터 연락처', 0.611)","('휴대폰 관련', 0.549)","('구매 관련', 0.486)"
요금을 너무많이 입금했는데,"('과납', 0.639)",,
상담원  통화바람,"('전화 상담사 연결', 0.901)","('SK텔레콤 고객센터 운영 시간', 0.57)","('타 통신사 고객센터', 0.46)"
너 데이터에 대해서 설명할수있어?,"('데이터 문의 관련', 0.889)","('데이터 추가 사용 방법', 0.564)","('데이터SOS', 0.549)"
27일까지 미납요금 납부 가능할까요,"('과납', 0.54)","('SKT 미납센터 연락처', 0.529)","('단말기 할부금 중도 납부 방법', 0.49)"
결제차단 해지,"('휴대폰결제 이용 제한 해제 방법', 0.54)","('차단해제 관련', 0.405)",
바로6으로 바꾸고 싶어,"('baro 6GB', 0.488)","('T전화 baro 이용 방법', 0.403)",
선택약정할인 신청할께요 01085952675,"('선택약정 할인제도 가입 조건', 0.503)","('요금약정 할인제도', 0.502)","('선택약정 할인제도 해지 방법', 0.403)"
국제전화 해제,"('국제전화수신거부서비스 해지 방법', 0.627)","('국제전화 발신 금지', 0.538)","('국제전화 알림 Biz 레터링', 0.48)"
미국 로밍 요금제 문의,"('로밍 요금 확인 시점', 0.451)","('데이터 로밍 요금', 0.429)","('가족 로밍', 0.425)"
선택약정요금 재가입 문의.,"('선택약정 할인제도 재가입 조건', 0.891)","('선택약정 할인제도 해지 방법', 0.529)","('선택약정 할인제도 약정 기간 변경', 0.431)"
감사합니다  그리고 저희 아이들 2명 요금도 상담가능한가요,"('자녀 요금 조회 방법', 0.614)","('다른 번호 문의', 0.531)","('미성년자 관련', 0.499)"
제 요금의 선택약정이 언제까지로 돼 있는지 알고 싶어요,"('선택약정 할인제도 만료 SMS 발송 시기', 0.594)","('선택약정 할인제도 약정 기간 변경', 0.53)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.52)"
