query,MTL_rank1,MTL_rank2,MTL_rank3
콜센터 전화연결,"('전화 상담사 연결', 0.858)","('SK텔레콤 고객센터 운영 시간', 0.595)","('제조사 AS 센터 연락처', 0.536)"
약정신청하려합니다.,"('요금약정 할인제도', 0.564)","('T지원금 약정', 0.496)","('데이터결합약정할인 신청 방법', 0.494)"
이중으로요금이나가어요,"('과납', 0.778)","('가산금', 0.501)","('요금 부분 납부 방법', 0.406)"
아이 요금 문의,"('자녀 요금 조회 방법', 0.769)","('미성년자 관련', 0.567)","('다른 번호 문의', 0.519)"
11월 17일 납부 가능합니다,"('요금 납부일 확인 방법', 0.619)","('단말기 할부금 중도 납부 방법', 0.603)","('요금 납부일 변경 방법', 0.562)"
게약만료일 알려주세요,"('선택약정 할인제도 만료 SMS 발송 시기', 0.489)",,
법인폰 약정가입 문의,"('데이터결합약정할인 신청 방법', 0.454)","('요금약정 할인제도', 0.425)","('T지원금 약정', 0.421)"
언제쯤 5G단말 LTE요금제 가능한지요?,"('5G 기기 변경 방법', 0.632)","('LTE 요금제', 0.621)","('5GX 요금제', 0.563)"
미납요금 납부 가능을 12월 10일로 등록,"('요금 납부일 변경 방법', 0.649)","('요금 납부일 확인 방법', 0.611)","('자동납부 해지 방법', 0.504)"
부가부분,"('부가 사용 금액', 0.59)","('휴대폰 관련', 0.519)","('부가통화', 0.515)"
복지우대,"('복지할인 제도', 0.902)","('복지할인 제도 변경 방법', 0.571)","('유선 복지할인', 0.49)"
t 전화 권한설정,"('T전화 설정 방법', 0.432)",,
재발  똑바로 처리 하세요,"('고장 실패 관련', 0.573)","('통화품질 관련', 0.416)","('행복AS', 0.401)"
아이폰15por 사줘,"('아이폰 기기 변경 상담', 0.549)","('휴대폰 기기변경 방법', 0.52)","('5G 기기 변경 방법', 0.497)"
상담원과 이야기 하고십퍼요,"('전화 상담사 연결', 0.817)","('SK텔레콤 고객센터 운영 시간', 0.522)","('상담사 칭찬 방법', 0.446)"
로밍햇어요,"('T로밍 고객센터', 0.551)","('T로밍 청구내역서', 0.539)","('로밍 요금 확인 시점', 0.532)"
27일 임금요,"('요금 납부일 변경 방법', 0.439)","('요금 납부일 확인 방법', 0.431)","('SK텔레콤 고객센터 운영 시간', 0.403)"
연락처 정리,"('제조사 AS 센터 연락처', 0.602)","('T전화 최근기록 보기 설정', 0.456)","('T전화채티대화이력삭제', 0.449)"
자녀폰 선택약정할인 가입하고 싶은데요,,,
baro 활성화 안돼요,"('T전화 baro 이용 방법', 0.633)","('T전화 baro', 0.567)","('T전화 오류문의', 0.519)"
요금 미납준,"('과납', 0.634)","('미납 이용정지', 0.562)","('가산금', 0.547)"
선택약정할인 만료돼서 연장하고싶습니다,"('선택약정 할인제도 약정 기간 변경', 0.67)","('선택약정 할인제도 재가입 조건', 0.615)","('선택약정 할인제도 해지 방법', 0.588)"
카드가 뭐야,"('T쿠폰', 0.579)","('T멤버십 혜택', 0.542)","('T멤버십 카드 발급 조건', 0.521)"
상담       할래,"('채티 서비스', 0.667)","('전화 상담사 연결', 0.568)","('공부 관련', 0.459)"
실시간 이용요금이 뭐죠?,"('실시간 요금 상세 내역', 0.746)",,
지금 번호로 1기가 선물,"('T끼리 데이터 선물하기 알림', 0.441)",,
상담을하고싶은데요,"('채티 서비스', 0.671)","('데이터 문의 관련', 0.472)","('ZEM플러스웅진스마트올', 0.465)"
랜선이 끊긴것 같습니다.,"('유선 인터넷 끊김 조치 방법', 0.606)","('SK 유무선 공유기 Wi-Fi 끊김 조치 방법', 0.495)","('휴대폰 데이터 끊김 조치 방법', 0.413)"
내요금제는,"('요금제문의', 0.619)","('요금제 추천', 0.481)",
납부가능일 11월10일,"('요금 납부일 확인 방법', 0.694)","('요금 납부일 변경 방법', 0.617)","('요금 수납 내역 확인 방법', 0.537)"
약정 할인 신청하는 방법,"('데이터결합약정할인 신청 방법', 0.656)","('요금약정 할인제도', 0.654)","('T지원금 약정', 0.495)"
내가 지금 쓰고있는 로밍 요금제,"('로밍 요금 확인 시점', 0.566)","('T로밍 Biz 요금제', 0.492)",
15일 납부 가능 합니다 부탁드립니다,"('단말기 할부금 중도 납부 방법', 0.634)","('요금 납부일 변경 방법', 0.557)","('요금 납부일 확인 방법', 0.54)"
"10월 미납금 ,  가상 계좌 알려주세요.","('요금 수납 내역 확인 방법', 0.507)","('SKT 미납센터 연락처', 0.505)","('단말기 할부금 중도 납부 방법', 0.458)"
부가세 가 무엇인지 궁금요,"('세금계산서 신청 방법', 0.497)","('세금계산서 재발행 방법', 0.415)","('부가 사용 금액', 0.402)"
선물하기 되나요,"('T끼리 데이터 선물하기 대상', 0.536)","('T끼리 데이터 선물 조르기 방법', 0.473)","('T끼리 데이터 선물하기 비용', 0.41)"
일본 로밍 요금제가 궁금해요,"('데이터 로밍 요금', 0.486)","('로밍 요금 확인 시점', 0.481)","('T로밍 Biz 요금제', 0.454)"
납부했는데 미납했다고 뜸,"('과납', 0.657)","('요금 수납 내역 확인 방법', 0.615)","('SKT 미납센터 연락처', 0.532)"
출국시 자동로밍설정해놓았는데 로밍 전화가안되네요?,"('로밍 중 전화 발신 방법', 0.597)","('자동안심 T로밍 음성', 0.499)","('T전화 baro 이용 방법', 0.468)"
요번달 요금,"('요금제문의', 0.623)","('실시간 요금 상세 내역', 0.598)","('SK텔레콤 할인 혜택', 0.418)"
납부전용계좌알려줘,"('자동납부번호 확인 방법', 0.551)","('요금 수납 내역 확인 방법', 0.448)","('편의점 요금 납부', 0.444)"
신용카드할부개월무이자,,,
납부가능일 11월11일,"('요금 납부일 확인 방법', 0.667)","('요금 납부일 변경 방법', 0.582)","('요금 수납 내역 확인 방법', 0.517)"
어제 미납요금 입금했는데 오늘 미납요금 문자가 와서여,"('SKT 미납센터 연락처', 0.582)","('과납', 0.544)","('요금 수납 내역 확인 방법', 0.528)"
납부가능일 등록가능한가요,"('요금 납부일 변경 방법', 0.78)","('요금 납부일 확인 방법', 0.779)","('유선 요금 납부일 변경 방법', 0.444)"
114요,"('전화 상담사 연결', 0.685)","('T전화 T114 이용 방법', 0.523)","('SK텔레콤 고객센터 운영 시간', 0.469)"
인터넷 전화가 안됩니다,"('집전화 수발신 불가 조치 방법', 0.79)","('집전화 잡음 묵음 조치 방법', 0.482)","('집 전화기 파손/고장', 0.453)"
baro사용시 문자보내는건 무료가 아닌가요?,"('T전화 baro 이용 방법', 0.545)","('T전화 baro', 0.512)","('해외 SMS 서비스', 0.495)"
야다자녀할인제도,"('다자녀 할인제도', 0.628)","('0히어로 할인제도', 0.431)","('티다팩', 0.412)"
15일 납부가능,"('요금 납부일 확인 방법', 0.653)","('요금 납부일 변경 방법', 0.636)","('단말기 할부금 중도 납부 방법', 0.614)"
현대해상 미납요금이있나요,"('휴대폰 보험 보상 신청 방법', 0.594)","('SKT 미납센터 연락처', 0.515)","('단말 보험 가입 방법', 0.448)"
다음달에 정지되는거야?,"('정지 관련', 0.778)","('정지 해제 관련', 0.526)","('장기일시정지', 0.475)"
이번호 사용 기간,,,
all케어 플러스 파손80 보험 해지는 어떻게 하나요?,"('T All케어플러스3 파손80', 0.656)","('단말보험 해지 방법', 0.6)","('T All케어플러스 포인트 서비스 해지 방법', 0.58)"
납부 가능한 날짜 입력 할수 있나요?,"('요금 납부일 변경 방법', 0.764)","('요금 납부일 확인 방법', 0.756)","('수납이력서 재발행 방법', 0.443)"
타명의카드납부 방법,"('Sk pay 결제 방법', 0.447)","('동일 신용카드 월 5회 수납 제한', 0.443)","('T로밍 카드 결제 수단', 0.421)"
지금까지 총 밀린요금??,"('요금 수납 내역 확인 방법', 0.571)","('가산금', 0.516)","('과납', 0.462)"
문자 500개 제한 해제,"('일 500건 SMS 발송량 제한', 0.603)","('메시지 관련', 0.526)","('제조사 AS 센터 연락처', 0.457)"
이용 종료후엔 로밍데이터가 차단되나요?,"('데이터 로밍 차단 시 Wi-Fi 이용', 0.573)","('데이터로밍 일시허용', 0.554)","('데이터 로밍 차단 해지', 0.547)"
청구 요금,"('실시간 요금 상세 내역', 0.571)","('요금 수납 내역 확인 방법', 0.559)","('요금 납부일 확인 방법', 0.551)"
플로우해지하려구요,"('FLO 해지 방법', 0.769)","('FLO 유료 이용권 해지 방법', 0.572)","('FLO 이용 방법', 0.458)"
가족보호 해지할려고요,"('휴대폰가족보호 해지 방법', 0.943)","('가족 결합 상품 해지 방법', 0.599)","('휴대폰가족보호 이용 방법', 0.496)"
핸드폰 결제가 차단돼어 핸드폰으로 결제 하려고 해도 안됌니다,"('휴대폰결제 이용 제한 해제 방법', 0.701)","('휴대폰결제이용차단신청방법', 0.678)","('휴대폰 결제 이용 제한 방법', 0.602)"
로밍서비스   중단,"('로밍폰 임대 예약 취소', 0.508)","('T로밍 카드 환불', 0.478)","('데이터 로밍 차단 해지', 0.47)"
음성통화추가시간,"('음성 관련', 0.506)","('추가 관련', 0.484)","('부가통화', 0.458)"
요금 10 일냅니다,"('요금 납부일 확인 방법', 0.585)","('요금 납부일 변경 방법', 0.515)","('T나는 폰교체 10', 0.436)"
전화번호 말해봐,"('전화 상담사 연결', 0.607)","('발신번호 관련', 0.538)","('채티 서비스', 0.524)"
채티 법정대리인 동의,"('미성년자 법정대리인 정지 신청 방법', 0.498)","('법정대리인 동시 통보', 0.489)","('법정대리인에게 미성년자 청구금액 SMS MMS 발송', 0.434)"
미납요금30날가능,"('미납 이용정지', 0.495)","('요금 납부일 변경 방법', 0.469)","('SKT 미납센터 연락처', 0.462)"
이동 전화  가입,"('이동전화 가입 (타사)', 0.772)","('번호이동 제도', 0.635)","('휴대폰 기기변경 방법', 0.575)"
즉시납부하고싶어요,"('단말기 할부금 중도 납부 방법', 0.592)","('요금 납부일 변경 방법', 0.453)","('편의점 요금 납부', 0.448)"
결제서비스차단해제,"('휴대폰결제 이용 제한 해제 방법', 0.705)","('차단해제 관련', 0.608)","('데이터 로밍 차단 해지', 0.46)"
미납요금 납부가능일 11월 30일도 가능한가요?,"('요금 납부일 확인 방법', 0.659)","('요금 납부일 변경 방법', 0.629)","('단말기 할부금 중도 납부 방법', 0.53)"
t전화 시용시 데이터 사용요금,"('T전화', 0.597)","('mVoIP', 0.527)","('데이터통화료 상한제도', 0.463)"
대터 선물,"('데이터 문의 관련', 0.513)","('T끼리 데이터 선물하기 연령', 0.448)","('T끼리 데이터 선물하기 알림', 0.446)"
가입상품 해지,"('철회', 0.502)","('이동전화 해지 방법', 0.485)",
와이파이가 안뜨네요,"('SK 유무선 공유기 Wi-Fi 접속 불가 조치 방법', 0.721)","('SK 유무선 공유기 Wi-Fi 끊김 조치 방법', 0.558)","('휴대폰 T Wi-Fi Zone 이용 불가 조치 방법', 0.489)"
데이터 잔량은,"('데이터 문의 관련', 0.677)","('데이터 추가 사용 방법', 0.585)","('일자별 잔여통화안내', 0.521)"
지금 핸드폰 아닌 제 명의 태블릿 010 2110 7399 선택약정 문의요,,,
데이터통신 연결,"('인터넷 관련', 0.675)","('데이터 문의 관련', 0.645)","('연결 관련', 0.561)"
wavv 무료,"('Wavve', 0.699)","('Wavve go 서비스', 0.519)","('Wavve 콘텐츠 팩', 0.443)"
외국가는데 로빙은 어떻게 해야 하나요,"('로밍 중 전화 발신 방법', 0.611)","('T전화 baro 이용 방법', 0.61)","('로밍 중 LTE 데이터 이용 방법', 0.465)"
로밍했는데 연결이 안됨,"('T로밍 고객센터', 0.542)","('T전화 baro', 0.419)","('원패스 제공 국가', 0.405)"
해지금액은 왜? 기입하나요?,"('예상 해지 금액', 0.658)","('이동전화 해지 방법', 0.528)","('SKT 해지 미납센터 연락처', 0.506)"
15일까지 납부가능한가요,"('단말기 할부금 중도 납부 방법', 0.656)","('요금 납부일 확인 방법', 0.621)","('요금 납부일 변경 방법', 0.573)"
8시경   핸드폰결제 금액이  확인되요,"('실시간 요금 상세 내역', 0.525)","('요금 납부일 확인 방법', 0.435)","('콘텐츠 이용료 구매내역 확인 방법', 0.427)"
선택약정 연방신청,,,
할부 종료되고 약정종료된걸로 알고있는데  내가 따로  가입한게 있나요?,"('단말기 잔여 할부 조회 방법', 0.504)","('부가서비스 가입내역 확인 방법', 0.494)",
10일 납부가능,"('요금 납부일 확인 방법', 0.655)","('요금 납부일 변경 방법', 0.638)","('단말기 할부금 중도 납부 방법', 0.573)"
총납부금액,"('요금 수납 내역 확인 방법', 0.641)","('요금 납부일 확인 방법', 0.482)","('요금 부분 납부 방법', 0.46)"
자녀폰 선택약정,"('미성년자 관련', 0.481)","('다른 번호 문의', 0.476)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.408)"
15일에 납부 가능한가요,"('요금 납부일 변경 방법', 0.674)","('요금 납부일 확인 방법', 0.655)","('단말기 할부금 중도 납부 방법', 0.627)"
통하중대기 신청합니다,"('통화중대기 서비스 신청 방법', 0.503)",,
와이파이가 안터져서,"('SK 유무선 공유기 Wi-Fi 접속 불가 조치 방법', 0.696)","('T wifi zone', 0.565)","('SK 유무선 공유기 Wi-Fi 끊김 조치 방법', 0.554)"
15일 급여일에 완납가능합니다,"('요금 납부일 변경 방법', 0.594)","('요금 납부일 확인 방법', 0.594)","('단말기 할부금 중도 납부 방법', 0.586)"
쿠폰 몇개 남았어?,"('데이터 리필하기 쿠폰 제공', 0.506)","('추가 관련', 0.451)","('T데이터 쿠폰 잔액 조회 방법', 0.404)"
왜 상담사를 통해서 알수있어?,"('전화 상담사 연결', 0.624)","('채티 서비스', 0.497)","('SK텔레콤 고객센터 운영 시간', 0.411)"
15일까지  남부 할께요,"('제조사 AS 센터 연락처', 0.439)",,
나 단말기 몇년약정했어?,"('단말기 잔여 할부 조회 방법', 0.49)","('T끼리 온가족할인제도 가입 년 수 확인 방법', 0.484)","('휴대폰 개통일 확인 방법', 0.436)"
카드가 바꼈어요,,,
휴대폰간펴노그인서비스를 해지하고싶습니다,"('휴대폰간편로그인 해지 방법', 0.491)","('헬로링 해지 방법', 0.465)","('NUGU 서비스 탈퇴 방법', 0.43)"
11월 30일 납부가능입니다,"('요금 납부일 확인 방법', 0.673)","('단말기 할부금 중도 납부 방법', 0.626)","('요금 납부일 변경 방법', 0.581)"
인증에 실패하였습니다. 고객센터로 문의주세오.(6),"('인증 관련', 0.763)","('Msafer 서비스', 0.45)","('PASS', 0.413)"
유심 택배,"('USIM 카드 구매 방법', 0.544)","('USIM기변 방법', 0.517)","('로밍 중 USIM 변경', 0.453)"
데이테리필,"('데이터 리필하기 사용 방법', 0.516)","('데이터 리필하기 쿠폰 제공', 0.509)","('데이터 추가 사용 방법', 0.436)"
상담사 통화는 몇시까지인가요,"('SK텔레콤 고객센터 운영 시간', 0.806)","('전화 상담사 연결', 0.707)",
11월 24일로 등록 부탁드립니다,"('요금 납부일 변경 방법', 0.449)","('등록 관련', 0.424)",
법인폰은 안되나요?,"('법인 고객센터', 0.601)",,
10월 미납요금은?,"('요금 수납 내역 확인 방법', 0.595)","('SKT 미납센터 연락처', 0.522)","('요금 납부일 확인 방법', 0.499)"
