query,n_rank1,n_rank2,n_rank3
인터넷 미납요금 냈는데. 인터넷이 안되요,"('SKT 미납센터 연락처', 0.559)","('과납', 0.484)","('미납 이용정지', 0.482)"
11월달 요금,"('실시간 요금 상세 내역', 0.407)",,
소액결제한도 상향,"('애플 콘텐츠 이용료 결제 이용 한도', 0.579)","('법인 휴대폰 결제 이용 한도', 0.579)","('060정보료 한도제', 0.433)"
9월달금액,"('T 아이폰파손9', 0.476)","('요금제문의', 0.466)","('구매 관련', 0.459)"
미납 관련해서 문의드립니다,"('SKT 미납센터 연락처', 0.785)","('과납', 0.673)","('가산금', 0.666)"
자녀요금도 선택약정 가입원합니다,"('선택약정 할인제도 가입 조건', 0.448)","('자녀 요금 조회 방법', 0.415)","('다른 번호 문의', 0.412)"
flo요금제 얼마야,"('FLO', 0.746)","('FLO 앤 데이터', 0.526)","('LTE 요금제', 0.505)"
단말기 개통 대리점을 알고싶어서요,"('개통 대리점 조회 방법', 0.895)","('영업장 위치 확인', 0.602)","('개통 관련', 0.53)"
미납요금 결제일,"('요금 납부일 확인 방법', 0.777)","('SKT 미납센터 연락처', 0.6)","('요금 수납 내역 확인 방법', 0.59)"
문자 대신 보내주는거 가능하니?,"('문자메시지 서비스', 0.58)","('메시지 관련', 0.488)","('MMS', 0.467)"
미납요금 납부 가능일 2023.11.30,"('요금 납부일 확인 방법', 0.66)","('요금 납부일 변경 방법', 0.515)","('요금 수납 내역 확인 방법', 0.508)"
잼민이의 파워를 보여주지,"('ZEM', 0.627)","('ZEM플러스웅진스마트올', 0.472)","('미성년자 관련', 0.427)"
부위중 들을수 있는것은?,"('컬러링 서비스', 0.437)","('소리 관련', 0.432)","('음성 관련', 0.424)"
상담원 결제 차단 해제,,,
카드로 자동결제신청 하려고합니다,"('통신과금 자동 선결제 신청 방법', 0.766)","('통신과금 선결제 이용 방법', 0.5)","('Sk pay 결제 방법', 0.49)"
기본전화로 사용하기,"('제조사 AS 센터 연락처', 0.542)","('T전화 설정 방법', 0.535)","('T전화 모드 유지', 0.523)"
여러가지서비스가. 2천원부터 만원 단계가  나도 필요치않는건대 요금에서 붙어나오네요.  어떻케 해야 해요,"('요금제문의', 0.518)","('SK텔레콤 할인 혜택', 0.488)","('추가 관련', 0.445)"
미납 요금 납부일 지정,"('요금 납부일 변경 방법', 0.727)","('요금 납부일 확인 방법', 0.659)","('유선 요금 납부일 변경 방법', 0.521)"
미납요금 분활,"('SKT 미납센터 연락처', 0.556)","('요금 부분 납부 방법', 0.525)","('과납', 0.516)"
T전화는 데이터 나가,"('T전화', 0.48)","('T전화 이용 방법', 0.433)",
가입시 작성한 가입신청서를 메일로 받고자합니다,"('이용계약 증명서 발급 방법', 0.646)","('요금안내서 재발행 방법', 0.568)","('요금안내서 변경 방법', 0.516)"
계좌번호 좀 보내주세요,"('이용계약 증명서 발급 방법', 0.435)","('수납이력서 재발행 방법', 0.418)","('단말기 할부금 중도 납부 방법', 0.407)"
무료로 상담해줄수있어요?,"('채티 서비스', 0.655)","('전화 상담사 연결', 0.548)","('데이터 문의 관련', 0.432)"
요금중 유선전화는 사용을 안한지가 2년정도 되는데,"('유선 해지 방법', 0.478)","('B tv 월정액 해지 방법', 0.411)",
나 곧 있으면 시험인데..,"('공부 관련', 0.62)","('미성년자 관련', 0.408)",
2개월 완납,"('단말기 할부금 중도 납부 방법', 0.651)","('요금 수납 내역 확인 방법', 0.579)","('요금 납부일 확인 방법', 0.553)"
매일 알림서비스 요청,"('SK텔레콤 고객센터 운영 시간', 0.512)","('일자별 잔여통화안내 신청 방법', 0.501)","('일자별 잔여통화안내', 0.476)"
문자인증 사기,"('스미싱', 0.616)","('인증 관련', 0.495)","('유선 인터넷 웹 보안 인증서 문제 조치 방법', 0.478)"
미드나잇로우,"('B tv 미드나잇', 0.744)",,
연락처 그룹 전송,"('T전화 그룹통화', 0.566)","('T가족모아 데이터 공유 방법', 0.484)","('메시지 관련', 0.475)"
미납요금 납부가능일 설정,"('요금 납부일 변경 방법', 0.725)","('요금 납부일 확인 방법', 0.664)","('자동납부 해지 방법', 0.474)"
유선요금미납,"('유선 요금 납부 내역 확인 방법', 0.515)","('과납', 0.404)",
u 상담,"('타 통신사 고객센터', 0.539)","('UT 문의 방법', 0.532)","('LTE 요금제', 0.519)"
요금이 많이나왔어요,"('요금제문의', 0.6)","('과납', 0.538)","('SK텔레콤 할인 혜택', 0.518)"
기기를 불러올수 있어?,"('제조사 AS 센터 연락처', 0.728)","('착신전환 이용 방법', 0.513)","('휴대폰 기기변경 방법', 0.501)"
약정할인갱신,"('요금약정 할인제도', 0.497)","('선택약정 할인제도 약정 기간 변경', 0.436)",
자녀 선택약정할인 기간만료,"('선택약정 할인제도 만료 SMS 발송 시기', 0.615)","('다른 번호 문의', 0.451)","('자녀요금통보서비스 해지 방법', 0.416)"
카드납부 전화번호,"('자동납부번호 확인 방법', 0.506)","('동일 신용카드 월 5회 수납 제한', 0.442)","('편의점 요금 납부', 0.402)"
상세한요금알려줘,"('실시간 요금 상세 내역', 0.754)","('요금제문의', 0.631)","('조회 관련', 0.43)"
상담좀,"('채티 서비스', 0.697)","('전화 상담사 연결', 0.628)","('데이터 문의 관련', 0.54)"
해외에서 상담사 연결,"('T로밍 고객센터', 0.778)","('T전화 baro', 0.505)","('Foreign Language Service', 0.49)"
카드2장으로납부,"('요금 부분 납부 방법', 0.508)","('동일 신용카드 월 5회 수납 제한', 0.45)","('T로밍 카드 결제 수단', 0.427)"
통화중연결음,"('휴대폰 통화 목소리 울림 조치 방법', 0.588)","('통화중대기 서비스', 0.497)","('휴대폰 통화 중 잡음 묵음 조치 방법', 0.496)"
국제전화가 왜 발신정지인가요?,"('국제전화 발신 금지', 0.843)","('국제전화수신거부 서비스 신청 방법', 0.496)","('국제전화수신거부 서비스', 0.479)"
녹음 기능,"('T전화 통화 녹음 기능', 0.898)","('T전화 녹음 파일 확인 방법', 0.604)","('T전화 최근기록 보기 설정', 0.401)"
선택약정 다시설정,"('선택약정 할인제도 재가입 조건', 0.694)","('선택약정 할인제도 약정 기간 변경', 0.611)","('선택약정 할인제도 해지 방법', 0.533)"
로밍차단하고싶습니다,"('해외체류 장기일시정지 신청 방법', 0.673)","('국제전화수신거부 서비스 신청 방법', 0.539)","('데이터 로밍 차단 해지', 0.533)"
컴터 위치를 바꿔서 인터넷을 다시 연결해야하는데 어디로 연락드려야하나요?,"('댁내재배선', 0.673)","('유선 인터넷 모뎀 공유기', 0.469)","('B tv 시스템 설정 방법', 0.437)"
정지연장,"('정지 관련', 0.601)","('연장 관련', 0.523)","('장기일시정지', 0.51)"
번호 지우는법 알려줘,"('이동전화 해지 방법', 0.561)","('번호 변경 방법', 0.56)","('휴대폰번호보호 해지 방법', 0.537)"
제가 지금 전화요금 못내는중,"('SKT 미납센터 연락처', 0.585)","('미납 이용정지', 0.581)","('과납', 0.541)"
미납요금까지 다요,"('SKT 미납센터 연락처', 0.656)","('가산금', 0.594)","('요금 수납 내역 확인 방법', 0.573)"
은행 계좌 번호 알려주세요,"('자동납부번호 확인 방법', 0.586)","('T멤버십 카드번호 확인 방법', 0.406)",
카드 요금이밖겨서요,"('단말기 잔여 할부 조회 방법', 0.501)","('가산금', 0.477)","('단말기 할부', 0.425)"
테마배경다운로드는 요금이 별도인가요?,"('T전화 테마', 0.712)","('컬러링 서비스 설정 방법', 0.487)",
착신번호지정,"('착신전환 이용 방법', 0.547)","('PUK 번호 확인 방법', 0.484)","('착신전환', 0.44)"
핸드폰 요금납입,"('단말기 할부금 중도 납부 방법', 0.653)","('요금 수납 내역 확인 방법', 0.584)","('요금 부분 납부 방법', 0.526)"
상담하자.,"('채티 서비스', 0.731)","('퀵보이스', 0.533)","('데이터 문의 관련', 0.532)"
t전화가입,"('T전화', 0.772)","('T전화 이용 방법', 0.641)","('T_인터넷전화', 0.529)"
가입해지문의,"('이동전화 해지 방법', 0.819)","('철회', 0.644)","('퀵보이스 해지 방법', 0.605)"
소리샘비번을잊었는데요,"('소리샘 서비스 비밀번호', 0.744)","('소리샘 서비스 청취 방법', 0.537)","('제조사 AS 센터 연락처', 0.447)"
as보험,"('단말 보험 가입 방법', 0.649)","('휴대폰 보험 보상 신청 방법', 0.632)","('분실파손보험', 0.521)"
데이터  쿠폰 할게,"('데이터 문의 관련', 0.67)","('데이터 추가 사용 방법', 0.595)","('T데이터 쿠폰 구매 방법', 0.583)"
어떻게 해지하나요?,"('이동전화 해지 방법', 0.887)","('퀵보이스 해지 방법', 0.623)","('철회', 0.622)"
이번달 20일전까지 납부하겠습니다,"('요금 납부일 확인 방법', 0.675)","('단말기 할부금 중도 납부 방법', 0.671)","('요금 납부일 변경 방법', 0.616)"
저에게 맞는 약정 안내해 주세요,"('요금약정 할인제도', 0.523)","('T지원금 약정', 0.406)","('데이터결합약정할인', 0.404)"
납부기일입력,"('요금 납부일 확인 방법', 0.833)","('요금 납부일 변경 방법', 0.808)","('유선 요금 납부일 변경 방법', 0.513)"
31일 납부가능할것같은데 조정안될까요,"('요금 납부일 변경 방법', 0.726)","('요금 납부일 확인 방법', 0.558)","('단말기 할부금 중도 납부 방법', 0.502)"
포인트를 사용해야하는데,"('레인보우 포인트 사용 방법', 0.57)","('레인보우 포인트', 0.505)","('OK캐쉬백 납부', 0.485)"
본 이용을 해지하고자 합니다,"('이동전화 해지 방법', 0.656)","('퀵보이스 해지 방법', 0.468)","('단말보험 해지 방법', 0.445)"
미납요금은 몇일에빠지나요,"('가산금', 0.674)","('SKT 미납센터 연락처', 0.631)","('미납 이용정지', 0.626)"
또 누구는 제가 너무 착해서 바보 같대요,,,
카드 다른사람명의 납부,"('요금 부분 납부 방법', 0.491)","('T로밍 카드 타인 양도', 0.478)","('동일 신용카드 월 5회 수납 제한', 0.451)"
t맵버쉽이가입이 안되어있어서,,,
상담신,"('전화 상담사 연결', 0.755)","('SK텔레콤 고객센터 운영 시간', 0.612)","('이메일 상담', 0.569)"
부과서비스 삭제부탁드려요,"('자동납부 해지 방법', 0.583)","('미납 직권해지', 0.567)","('과납', 0.489)"
오늘 결제 내용있나요?,"('요금 수납 내역 확인 방법', 0.62)","('콘텐츠 이용료 구매내역 확인 방법', 0.608)","('결제 관련', 0.562)"
로밍하고 싶어요,"('미성년자 로밍', 0.576)","('가족 로밍', 0.537)","('로밍폰 임대 예약 방법', 0.521)"
문자를받았어요 sk에서,"('메시지 관련', 0.672)","('MMS', 0.547)","('문자메시지 서비스', 0.513)"
요금 조회가 무슨 뜻 이예요?,"('실시간 요금 상세 내역', 0.724)","('조회 관련', 0.469)","('요금제문의', 0.468)"
고객상담 번호를 알려주세요,"('전화 상담사 연결', 0.77)","('SK텔레콤 고객센터 운영 시간', 0.654)","('타 통신사 고객센터', 0.582)"
자동과금거부,"('자동 휴대폰 결제 차단 방법', 0.621)","('휴대폰결제 이용차단', 0.449)","('통신과금 자동 선결제', 0.422)"
납부가능일자 등록해주세요,"('요금 납부일 확인 방법', 0.817)","('요금 납부일 변경 방법', 0.786)","('요금 수납 내역 확인 방법', 0.481)"
다른번호입니다,"('다른 번호 문의', 0.864)","('발신번호 관련', 0.633)","('내 휴대폰 기종 확인', 0.542)"
사용량,"('최근 사용량 확인 방법', 0.749)","('일자별 잔여통화안내', 0.56)","('자녀 데이터 사용량 조회 방법', 0.544)"
요금청구,"('요금제문의', 0.594)","('요금 수납 내역 확인 방법', 0.501)","('SK텔레콤 할인 혜택', 0.463)"
약정할인제도,"('요금약정 할인제도', 0.725)","('T지원금 약정', 0.585)","('데이터결합약정할인', 0.478)"
방금가입취소합니다.간편로그인,"('휴대폰간편로그인 해지 방법', 0.787)","('T전화 탈퇴 및 서비스 미사용', 0.515)","('T전화 NUGU 계정 해제 방법', 0.503)"
신용카드 납부 어찌 하나요?,"('Sk pay 결제 방법', 0.538)","('현금영수증 발급 방법', 0.536)","('동일 신용카드 월 5회 수납 제한', 0.528)"
재약정 선물,"('선택약정 할인제도 재가입 조건', 0.52)","('선택약정 할인제도 약정 기간 변경', 0.404)",
로밍이용중인데 제 핸드폰만 연결상태를 확인해달라고계속 뜹니다.,"('통화품질 관련', 0.451)",,
핸드폰  요금두번이나  빠저나가서니다,"('과납', 0.692)","('가산금', 0.449)","('미납 이용정지', 0.409)"
미납요금123300,"('미납 이용정지', 0.539)","('SKT 미납센터 연락처', 0.511)","('과납', 0.486)"
당월 요금 청구일이 언제니,"('요금 납부일 확인 방법', 0.888)","('요금 납부일 변경 방법', 0.646)","('휴대폰 개통일 확인 방법', 0.543)"
데이터 잔여량이 모야,"('일자별 잔여통화안내', 0.671)","('데이터 문의 관련', 0.619)","('baro 요금제 잔여량 확인', 0.613)"
직접 해지해 주세요,"('이동전화 해지 방법', 0.878)","('철회', 0.646)","('퀵보이스 해지 방법', 0.635)"
국제전화 찬단하는법 알려주세요~,"('국제전화수신거부 서비스 신청 방법', 0.682)","('국제전화수신거부서비스 해지 방법', 0.535)","('국제전화 발신 금지', 0.512)"
휴대용 와파이 요금,"('T포켓파이', 0.683)","('baro Box 임대료', 0.533)","('baro Box 임대', 0.506)"
10월달요금납부,"('요금 납부일 확인 방법', 0.644)","('요금 납부일 변경 방법', 0.577)","('단말기 할부금 중도 납부 방법', 0.548)"
11.21로 미납요금 납부가 가능 할까요?,"('SKT 미납센터 연락처', 0.49)","('요금 납부일 확인 방법', 0.407)",
납부가능한날 25일,"('요금 납부일 확인 방법', 0.783)","('요금 납부일 변경 방법', 0.722)","('요금 수납 내역 확인 방법', 0.544)"
외국에서도 사용가능한지요?,"('Foreign Language Service', 0.531)","('원패스 제공 국가', 0.496)","('로밍 중 전화 발신 방법', 0.443)"
분실위치확인,"('분실폰 찾기', 0.744)","('분실폰 찾기 위치 조회', 0.726)","('분실폰 찾기 알람', 0.526)"
서비스센터,"('제조사 AS 센터 연락처', 0.822)","('고장 실패 관련', 0.753)","('행복AS', 0.722)"
Wow Sans,"('채티 서비스', 0.42)",,
2023.11.27일까지 납부 날짜 안되나요?,"('요금 납부일 확인 방법', 0.628)","('요금 납부일 변경 방법', 0.588)","('단말기 할부금 중도 납부 방법', 0.479)"
114문의,"('전화 상담사 연결', 0.749)","('SK텔레콤 고객센터 운영 시간', 0.534)","('T전화 T114 이용 방법', 0.529)"
"지금 바로 미납금 입금전용계좌(농협)로 60,230원 입금했습니다","('단말기 할부금 중도 납부 방법', 0.578)","('요금 수납 내역 확인 방법', 0.509)","('SKT 미납센터 연락처', 0.499)"
납부가능밀 11월22일,"('요금 납부일 확인 방법', 0.681)","('요금 납부일 변경 방법', 0.52)","('요금 수납 내역 확인 방법', 0.505)"
"T,v가 신호없음으로뜨고 방송이 안잡혀요","('B tv 방송 신호 없음 조치 방법', 0.562)","('B tv 입력 신호 없음 조치 방법', 0.547)","('V 컬러링 오류 조치 방법', 0.437)"
방금 서비스가드가 가입된거 같은데 해지시켜주세요,"('SK쉴더스 모바일가드 해지 방법', 0.827)","('PASS 세이프가드 해지 방법', 0.669)","('단말보험 해지 방법', 0.514)"
